Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/08/2020,South Adams County,,7,1
08/02/2020,Aurora,,10,2
08/15/2020,Metro Wastewater RWHTF - PRC,,36,3
08/11/2020,Broomfield,,0,4
08/13/2020,Fort Collins - Mulberry,4914.2,0,5
08/08/2020,South Fort Collins,,0,6
08/08/2020,SPR,,8,7
08/08/2020,Wellington Water and Sewer,,0,8
08/09/2020,Aurora,,20,9
08/09/2020,Boulder,,0,10
08/09/2020,Broomfield,,0,11
08/09/2020,CO Springs - JD Phillips,,0,12
08/09/2020,CO Springs - Las Vegas,,13,13
08/09/2020,Estes Park + Upper Thompson,,0,14
08/09/2020,Fort Collins - Boxelder,,0,15
08/09/2020,Fort Collins - Drake,,0,16
08/09/2020,Fort Collins - Mulberry,,0,17
08/09/2020,Greeley,,0,18
08/09/2020,Longmont,,0,19
08/09/2020,Louisville,,0,20
08/09/2020,Loveland,,0,21
08/09/2020,Metro Wastewater RWHTF - CC,,24,22
08/09/2020,Metro Wastewater RWHTF - PRC,,43,23
08/09/2020,Northglenn,,0,24
08/09/2020,Pueblo,,5,25
08/09/2020,Pueblo West,,0,26
08/09/2020,South Adams County,,6,27
08/09/2020,South Fort Collins,,0,28
08/09/2020,SPR,,8,29
08/09/2020,Wellington Water and Sewer,,0,30
08/10/2020,Aurora,18286.1,19,31
08/10/2020,Boulder,,0,32
08/10/2020,Broomfield,9069.9,0,33
08/10/2020,CO Springs - JD Phillips,19366.9,5,34
08/10/2020,CO Springs - Las Vegas,25339.9,20,35
08/10/2020,Estes Park + Upper Thompson,5572.5,0,36
08/10/2020,Fort Collins - Boxelder,2554.4,0,37
08/10/2020,Fort Collins - Drake,2755.9,0,38
08/10/2020,Fort Collins - Mulberry,23079.3,0,39
08/10/2020,Greeley,16073.5,5,40
08/10/2020,Longmont,,0,41
08/10/2020,Louisville,81151.8,0,42
08/10/2020,Loveland,,0,43
08/10/2020,Metro Wastewater RWHTF - CC,,23,44
08/10/2020,Metro Wastewater RWHTF - PRC,14862.1,48,45
08/10/2020,Northglenn,13357.1,0,46
08/10/2020,Pueblo,9202.8,0,47
08/10/2020,Pueblo West,,0,48
08/10/2020,South Adams County,5308.3,5,49
08/10/2020,South Fort Collins,2512,0,50
08/10/2020,SPR,2500.4,10,51
08/10/2020,Wellington Water and Sewer,,0,52
08/11/2020,Aurora,,19,53
08/11/2020,Boulder,,0,54
08/15/2020,Northglenn,,0,55
08/15/2020,Pueblo,,5,56
08/15/2020,Pueblo West,,0,57
08/15/2020,South Adams County,,0,58
08/15/2020,South Fort Collins,,0,59
08/15/2020,SPR,,7,60
08/15/2020,Wellington Water and Sewer,,0,61
08/16/2020,Aurora,,13,62
08/16/2020,Boulder,,0,63
08/16/2020,Broomfield,,0,64
08/16/2020,CO Springs - JD Phillips,,5,65
08/16/2020,CO Springs - Las Vegas,,12,66
08/16/2020,Estes Park + Upper Thompson,,0,67
08/16/2020,Fort Collins - Boxelder,,0,68
08/16/2020,Fort Collins - Drake,,0,69
08/16/2020,Fort Collins - Mulberry,,0,70
08/16/2020,Greeley,,0,71
08/16/2020,Longmont,,0,72
08/16/2020,Louisville,,0,73
08/16/2020,Loveland,,0,74
08/16/2020,Metro Wastewater RWHTF - CC,,22,75
08/16/2020,Metro Wastewater RWHTF - PRC,,42,76
08/16/2020,Northglenn,8660.3,0,77
08/16/2020,Pueblo,,5,78
08/16/2020,Pueblo West,,0,79
08/16/2020,South Adams County,,0,80
08/16/2020,South Fort Collins,,0,81
08/16/2020,SPR,,6,82
08/16/2020,Wellington Water and Sewer,,0,83
08/17/2020,Aurora,29500.8,14,84
08/17/2020,Boulder,3501.7,0,85
08/17/2020,Broomfield,0,0,86
08/17/2020,CO Springs - JD Phillips,13380.4,7,87
08/17/2020,CO Springs - Las Vegas,12423.4,11,88
