Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/11/2020,Broomfield,,0,1
08/02/2020,Aurora,,10,2
08/13/2020,Fort Collins - Mulberry,4914.2,0,3
08/06/2020,Loveland,,0,4
08/17/2020,SPR,31424.9,6,5
08/04/2020,Fort Collins - Boxelder,,0,6
08/08/2020,South Adams County,,7,7
08/15/2020,Metro Wastewater RWHTF - PRC,,36,8
08/11/2020,CO Springs - JD Phillips,,6,9
08/13/2020,Greeley,19595.9,0,10
08/06/2020,Metro Wastewater RWHTF - CC,17308.9,40,11
08/02/2020,Boulder,,0,12
08/08/2020,South Fort Collins,,0,13
08/17/2020,Wellington Water and Sewer,,0,14
08/04/2020,Fort Collins - Drake,,7,15
08/15/2020,Northglenn,,0,16
08/11/2020,CO Springs - Las Vegas,,22,17
08/06/2020,Metro Wastewater RWHTF - PRC,7078.3,53,18
08/13/2020,Longmont,,0,19
08/04/2020,Fort Collins - Mulberry,,5,20
08/15/2020,Pueblo,,5,21
08/18/2020,Aurora,,18,22
08/08/2020,SPR,,8,23
08/02/2020,Broomfield,12868.8,0,24
08/06/2020,Northglenn,,7,25
08/11/2020,Estes Park + Upper Thompson,,0,26
08/13/2020,Louisville,1730.1,0,27
08/18/2020,Boulder,,5,28
08/08/2020,Wellington Water and Sewer,,0,29
08/04/2020,Greeley,,0,30
08/15/2020,Pueblo West,,0,31
08/06/2020,Pueblo,17677.7,6,32
08/02/2020,CO Springs - JD Phillips,24177.4,5,33
08/13/2020,Loveland,,0,34
08/04/2020,Longmont,,0,35
08/09/2020,Aurora,,20,36
08/18/2020,Broomfield,,0,37
08/11/2020,Fort Collins - Boxelder,,0,38
08/06/2020,Pueblo West,,0,39
08/15/2020,South Adams County,,0,40
08/18/2020,CO Springs - JD Phillips,,9,41
08/13/2020,Metro Wastewater RWHTF - CC,,34,42
08/04/2020,Louisville,,0,43
08/09/2020,Boulder,,0,44
08/02/2020,CO Springs - Las Vegas,50393.5,15,45
08/06/2020,South Adams County,0,7,46
08/11/2020,Fort Collins - Drake,,7,47
08/09/2020,Broomfield,,0,48
08/13/2020,Metro Wastewater RWHTF - PRC,9358.1,44,49
08/15/2020,South Fort Collins,,0,50
08/04/2020,Loveland,,0,51
08/18/2020,CO Springs - Las Vegas,,17,52
08/11/2020,Fort Collins - Mulberry,,0,53
08/06/2020,South Fort Collins,19275.9,0,54
08/02/2020,Estes Park + Upper Thompson,4811.4,0,55
08/15/2020,SPR,,7,56
08/04/2020,Metro Wastewater RWHTF - CC,,31,57
08/13/2020,Northglenn,,0,58
08/09/2020,CO Springs - JD Phillips,,0,59
08/11/2020,Greeley,,6,60
08/06/2020,SPR,15333.7,11,61
08/18/2020,Estes Park + Upper Thompson,,0,62
08/04/2020,Metro Wastewater RWHTF - PRC,,51,63
08/13/2020,Pueblo,1779.8,5,64
08/02/2020,Fort Collins - Boxelder,71341.9,0,65
08/15/2020,Wellington Water and Sewer,,0,66
08/11/2020,Longmont,,0,67
08/18/2020,Fort Collins - Boxelder,,0,68
08/06/2020,Wellington Water and Sewer,,0,69
08/09/2020,CO Springs - Las Vegas,,13,70
08/02/2020,Fort Collins - Drake,1322.7,0,71
08/13/2020,Pueblo West,,0,72
08/04/2020,Northglenn,,0,73
08/18/2020,Fort Collins - Drake,,9,74
08/07/2020,Aurora,,29,75
08/11/2020,Louisville,,0,76
08/16/2020,Aurora,,13,77
08/13/2020,South Adams County,7111.4,0,78
08/09/2020,Estes Park + Upper Thompson,,0,79
08/02/2020,Fort Collins - Mulberry,0,0,80
08/18/2020,Fort Collins - Mulberry,,0,81
08/07/2020,Boulder,,0,82
08/11/2020,Loveland,,0,83
08/04/2020,Pueblo,,5,84
08/09/2020,Fort Collins - Boxelder,,0,85
08/13/2020,South Fort Collins,1624.6,0,86
08/16/2020,Boulder,,0,87
08/07/2020,Broomfield,,0,88
08/18/2020,Greeley,,0,89
08/11/2020,Metro Wastewater RWHTF - CC,,32,90
08/02/2020,Greeley,3512.1,0,91
08/04/2020,Pueblo West,,0,92
08/13/2020,SPR,7065.8,8,93
08/13/2020,Wellington Water and Sewer,,0,94
08/14/2020,Aurora,,24,95
08/14/2020,Boulder,,0,96
08/14/2020,Broomfield,,0,97
08/14/2020,CO Springs - JD Phillips,,0,98
08/14/2020,CO Springs - Las Vegas,,20,99
08/14/2020,Estes Park + Upper Thompson,,0,100
08/14/2020,Fort Collins - Boxelder,,0,101
08/14/2020,Fort Collins - Drake,,5,102
08/14/2020,Fort Collins - Mulberry,,0,103
08/14/2020,Greeley,,0,104
08/14/2020,Longmont,,0,105
08/14/2020,Louisville,,0,106
08/14/2020,Loveland,,0,107
08/14/2020,Metro Wastewater RWHTF - CC,,29,108
08/14/2020,Metro Wastewater RWHTF - PRC,,39,109
08/14/2020,Northglenn,,0,110
08/14/2020,Pueblo,,6,111
08/14/2020,Pueblo West,,0,112
08/14/2020,South Adams County,,0,113
08/14/2020,South Fort Collins,,0,114
08/14/2020,SPR,,8,115
08/14/2020,Wellington Water and Sewer,,0,116
08/15/2020,Aurora,,16,117
08/15/2020,Boulder,,0,118
08/15/2020,Broomfield,,0,119
08/15/2020,CO Springs - JD Phillips,,5,120
08/15/2020,CO Springs - Las Vegas,,15,121
08/15/2020,Estes Park + Upper Thompson,,0,122
08/15/2020,Fort Collins - Boxelder,,0,123
08/15/2020,Fort Collins - Drake,,0,124
08/15/2020,Fort Collins - Mulberry,,0,125
08/15/2020,Greeley,,0,126
08/15/2020,Longmont,,0,127
08/15/2020,Louisville,,0,128
08/15/2020,Loveland,,0,129
08/15/2020,Metro Wastewater RWHTF - CC,,27,130
08/02/2020,Longmont,,0,131
08/16/2020,Broomfield,,0,132
08/02/2020,Louisville,1256.1,0,133
08/04/2020,South Adams County,,6,134
08/16/2020,CO Springs - JD Phillips,,5,135
08/02/2020,Loveland,,0,136
08/11/2020,Metro Wastewater RWHTF - PRC,,49,137
08/09/2020,Fort Collins - Drake,,0,138
08/04/2020,South Fort Collins,,0,139
08/18/2020,Longmont,,0,140
08/16/2020,CO Springs - Las Vegas,,12,141
08/02/2020,Metro Wastewater RWHTF - CC,14555.4,12,142
08/11/2020,Northglenn,,0,143
08/09/2020,Fort Collins - Mulberry,,0,144
08/07/2020,CO Springs - JD Phillips,,5,145
08/04/2020,SPR,,14,146
08/18/2020,Louisville,,0,147
08/16/2020,Estes Park + Upper Thompson,,0,148
08/02/2020,Metro Wastewater RWHTF - PRC,6384.8,28,149
08/11/2020,Pueblo,,5,150
08/09/2020,Greeley,,0,151
08/07/2020,CO Springs - Las Vegas,,18,152
08/04/2020,Wellington Water and Sewer,,0,153
08/18/2020,Loveland,,0,154
08/16/2020,Fort Collins - Boxelder,,0,155
08/02/2020,Northglenn,,0,156
08/11/2020,Pueblo West,,0,157
08/09/2020,Longmont,,0,158
08/07/2020,Estes Park + Upper Thompson,,0,159
08/05/2020,Aurora,,24,160
08/18/2020,Metro Wastewater RWHTF - CC,,28,161
08/16/2020,Fort Collins - Drake,,0,162
08/02/2020,Pueblo,2635.4,0,163
08/11/2020,South Adams County,,6,164
08/09/2020,Louisville,,0,165
08/07/2020,Fort Collins - Boxelder,,0,166
08/05/2020,Boulder,,0,167
08/18/2020,Metro Wastewater RWHTF - PRC,,45,168
08/16/2020,Fort Collins - Mulberry,,0,169
08/02/2020,Pueblo West,,0,170
08/11/2020,South Fort Collins,,0,171
08/09/2020,Loveland,,0,172
08/07/2020,Fort Collins - Drake,,8,173
08/05/2020,Broomfield,,0,174
08/18/2020,Northglenn,18254.8,0,175
08/02/2020,South Adams County,,0,176
08/16/2020,Greeley,,0,177
08/02/2020,South Fort Collins,7099.6,0,178
08/07/2020,Fort Collins - Mulberry,,0,179
08/02/2020,SPR,,9,180
08/16/2020,Longmont,,0,181
08/09/2020,Metro Wastewater RWHTF - CC,,24,182
08/11/2020,SPR,,9,183
08/05/2020,CO Springs - JD Phillips,,5,184
08/18/2020,Pueblo,,6,185
08/07/2020,Greeley,,5,186
08/18/2020,Pueblo West,,0,187
08/05/2020,CO Springs - Las Vegas,,28,188
08/07/2020,Longmont,,0,189
08/11/2020,Wellington Water and Sewer,,0,190
08/18/2020,South Adams County,,0,191
08/09/2020,Metro Wastewater RWHTF - PRC,,43,192
08/16/2020,Louisville,,0,193
08/05/2020,Estes Park + Upper Thompson,,0,194
08/02/2020,Wellington Water and Sewer,,0,195
08/07/2020,Louisville,,0,196
08/12/2020,Aurora,,25,197
08/18/2020,South Fort Collins,,0,198
08/09/2020,Northglenn,,0,199
08/16/2020,Loveland,,0,200
08/05/2020,Fort Collins - Boxelder,,0,201
08/03/2020,Aurora,,17,202
08/07/2020,Loveland,,0,203
08/12/2020,Boulder,,0,204
08/18/2020,SPR,,8,205
08/09/2020,Pueblo,,5,206
08/16/2020,Metro Wastewater RWHTF - CC,,22,207
08/05/2020,Fort Collins - Drake,,9,208
08/03/2020,Boulder,,0,209
08/07/2020,Metro Wastewater RWHTF - CC,,40,210
08/12/2020,Broomfield,,0,211
08/18/2020,Wellington Water and Sewer,,0,212
08/09/2020,Pueblo West,,0,213
08/16/2020,Metro Wastewater RWHTF - PRC,,42,214
08/05/2020,Fort Collins - Mulberry,,6,215
08/03/2020,Broomfield,,0,216
08/07/2020,Metro Wastewater RWHTF - PRC,,50,217
08/12/2020,CO Springs - JD Phillips,,6,218
08/19/2020,Aurora,,21,219
08/09/2020,South Adams County,,6,220
08/16/2020,Northglenn,8660.3,0,221
08/05/2020,Greeley,,5,222
08/03/2020,CO Springs - JD Phillips,,6,223
08/07/2020,Northglenn,,7,224
08/12/2020,CO Springs - Las Vegas,,27,225
08/19/2020,Boulder,,6,226
08/09/2020,South Fort Collins,,0,227
08/16/2020,Pueblo,,5,228
08/05/2020,Longmont,,0,229
08/03/2020,CO Springs - Las Vegas,,27,230
08/07/2020,Pueblo,,5,231
08/12/2020,Estes Park + Upper Thompson,,0,232
08/19/2020,Broomfield,,0,233
08/09/2020,SPR,,8,234
08/16/2020,Pueblo West,,0,235
08/05/2020,Louisville,,0,236
08/03/2020,Estes Park + Upper Thompson,,0,237
08/07/2020,Pueblo West,,0,238
08/12/2020,Fort Collins - Boxelder,,0,239
08/19/2020,CO Springs - JD Phillips,,8,240
08/09/2020,Wellington Water and Sewer,,0,241
08/16/2020,South Adams County,,0,242
08/05/2020,Loveland,,0,243
08/03/2020,Fort Collins - Boxelder,,0,244
08/07/2020,South Adams County,,9,245
08/12/2020,Fort Collins - Drake,,9,246
08/19/2020,CO Springs - Las Vegas,,20,247
08/10/2020,Aurora,18286.1,19,248
08/16/2020,South Fort Collins,,0,249
08/05/2020,Metro Wastewater RWHTF - CC,,43,250
08/03/2020,Fort Collins - Drake,,0,251
08/07/2020,South Fort Collins,,0,252
08/12/2020,Fort Collins - Mulberry,,0,253
08/19/2020,Estes Park + Upper Thompson,,0,254
08/10/2020,Boulder,,0,255
08/16/2020,SPR,,6,256
08/05/2020,Metro Wastewater RWHTF - PRC,,61,257
08/03/2020,Fort Collins - Mulberry,,0,258
08/07/2020,SPR,,8,259
08/07/2020,Wellington Water and Sewer,,0,260
08/08/2020,Aurora,,26,261
08/08/2020,Boulder,,0,262
08/08/2020,Broomfield,,0,263
08/08/2020,CO Springs - JD Phillips,,0,264
08/08/2020,CO Springs - Las Vegas,,15,265
08/08/2020,Estes Park + Upper Thompson,,0,266
08/08/2020,Fort Collins - Boxelder,,0,267
08/08/2020,Fort Collins - Drake,,6,268
08/08/2020,Fort Collins - Mulberry,,0,269
08/08/2020,Greeley,,0,270
08/08/2020,Longmont,,0,271
08/08/2020,Louisville,,0,272
08/08/2020,Loveland,,0,273
08/08/2020,Metro Wastewater RWHTF - CC,,30,274
08/08/2020,Metro Wastewater RWHTF - PRC,,48,275
08/08/2020,Northglenn,,5,276
08/08/2020,Pueblo,,0,277
08/08/2020,Pueblo West,,0,278
08/03/2020,Greeley,,0,279
08/16/2020,Wellington Water and Sewer,,0,280
08/03/2020,Longmont,,0,281
08/05/2020,Northglenn,,6,282
08/17/2020,Aurora,29500.8,14,283
08/03/2020,Louisville,,0,284
08/10/2020,Broomfield,9069.9,0,285
08/12/2020,Greeley,,5,286
08/05/2020,Pueblo,,6,287
08/19/2020,Fort Collins - Boxelder,,0,288
08/17/2020,Boulder,3501.7,0,289
08/03/2020,Loveland,,0,290
08/10/2020,CO Springs - JD Phillips,19366.9,5,291
08/12/2020,Longmont,,0,292
08/05/2020,Pueblo West,,0,293
08/19/2020,Fort Collins - Drake,,10,294
08/17/2020,Broomfield,0,0,295
08/03/2020,Metro Wastewater RWHTF - CC,,29,296
08/10/2020,CO Springs - Las Vegas,25339.9,20,297
08/12/2020,Louisville,,0,298
08/05/2020,South Adams County,,7,299
08/19/2020,Fort Collins - Mulberry,,0,300
08/17/2020,CO Springs - JD Phillips,13380.4,7,301
08/03/2020,Metro Wastewater RWHTF - PRC,,48,302
08/10/2020,Estes Park + Upper Thompson,5572.5,0,303
08/12/2020,Loveland,,0,304
08/05/2020,South Fort Collins,,0,305
08/19/2020,Greeley,,0,306
08/17/2020,CO Springs - Las Vegas,12423.4,11,307
08/03/2020,Northglenn,,0,308
08/10/2020,Fort Collins - Boxelder,2554.4,0,309
08/12/2020,Metro Wastewater RWHTF - CC,,34,310
08/05/2020,SPR,,14,311
08/19/2020,Longmont,,0,312
08/17/2020,Estes Park + Upper Thompson,3578.8,0,313
08/03/2020,Pueblo,,0,314
08/10/2020,Fort Collins - Drake,2755.9,0,315
08/12/2020,Metro Wastewater RWHTF - PRC,,52,316
08/05/2020,Wellington Water and Sewer,,0,317
08/19/2020,Louisville,,0,318
08/17/2020,Fort Collins - Boxelder,279516,0,319
08/03/2020,Pueblo West,,0,320
08/10/2020,Fort Collins - Mulberry,23079.3,0,321
08/12/2020,Northglenn,,0,322
08/06/2020,Aurora,23675,26,323
08/19/2020,Loveland,,0,324
08/17/2020,Fort Collins - Drake,13455.6,5,325
08/03/2020,South Adams County,,6,326
08/10/2020,Greeley,16073.5,5,327
08/12/2020,Pueblo,,5,328
08/06/2020,Boulder,,0,329
08/19/2020,Metro Wastewater RWHTF - CC,,32,330
08/17/2020,Fort Collins - Mulberry,1453.6,0,331
08/03/2020,South Fort Collins,,0,332
08/10/2020,Longmont,,0,333
08/12/2020,Pueblo West,,0,334
08/06/2020,Broomfield,1348.2,0,335
08/19/2020,Metro Wastewater RWHTF - PRC,,42,336
08/17/2020,Greeley,20071.1,0,337
08/03/2020,SPR,,12,338
08/10/2020,Louisville,81151.8,0,339
08/12/2020,South Adams County,,6,340
08/06/2020,CO Springs - JD Phillips,23485.2,5,341
08/19/2020,Northglenn,,0,342
08/19/2020,Pueblo,,5,343
08/19/2020,Pueblo West,,0,344
08/19/2020,South Adams County,,0,345
08/19/2020,South Fort Collins,,0,346
08/19/2020,SPR,,9,347
08/19/2020,Wellington Water and Sewer,,0,348
08/20/2020,Aurora,29458.4,19,349
08/20/2020,Boulder,8227.3,5,350
08/20/2020,Broomfield,7451.3,0,351
08/20/2020,CO Springs - JD Phillips,9642,5,352
08/12/2020,South Fort Collins,,0,353
08/12/2020,SPR,,9,354
08/12/2020,Wellington Water and Sewer,,0,355
08/13/2020,Aurora,25467.2,22,356
08/13/2020,Boulder,4958.5,0,357
08/13/2020,Broomfield,979.2,0,358
08/13/2020,CO Springs - JD Phillips,13182.4,5,359
08/13/2020,CO Springs - Las Vegas,23777,23,360
08/13/2020,Estes Park + Upper Thompson,102439.4,0,361
08/13/2020,Fort Collins - Boxelder,23829.8,0,362
08/13/2020,Fort Collins - Drake,18605.5,8,363
08/06/2020,CO Springs - Las Vegas,22157,20,364
08/06/2020,Estes Park + Upper Thompson,54446.7,0,365
08/06/2020,Fort Collins - Boxelder,3590.5,0,366
08/06/2020,Fort Collins - Drake,0,10,367
08/10/2020,Loveland,,0,368
08/06/2020,Fort Collins - Mulberry,4994.6,7,369
08/17/2020,Longmont,5119,0,370
08/03/2020,Wellington Water and Sewer,,0,371
08/10/2020,Metro Wastewater RWHTF - CC,,23,372
08/06/2020,Greeley,5764.2,5,373
08/17/2020,Louisville,0,0,374
08/04/2020,Aurora,,19,375
08/10/2020,Metro Wastewater RWHTF - PRC,14862.1,48,376
08/06/2020,Longmont,,0,377
08/17/2020,Loveland,,0,378
08/04/2020,Boulder,,0,379
08/10/2020,Northglenn,13357.1,0,380
08/06/2020,Louisville,5145.3,0,381
08/17/2020,Metro Wastewater RWHTF - CC,,24,382
08/04/2020,Broomfield,,0,383
08/10/2020,Pueblo,9202.8,0,384
08/17/2020,Metro Wastewater RWHTF - PRC,24940.5,40,385
08/04/2020,CO Springs - JD Phillips,,6,386
08/10/2020,Pueblo West,,0,387
08/17/2020,Northglenn,,0,388
08/04/2020,CO Springs - Las Vegas,,25,389
08/10/2020,South Adams County,5308.3,5,390
08/17/2020,Pueblo,14604.2,5,391
08/04/2020,Estes Park + Upper Thompson,,0,392
08/10/2020,South Fort Collins,2512,0,393
08/17/2020,Pueblo West,,0,394
08/10/2020,SPR,2500.4,10,395
08/17/2020,South Adams County,4106.2,5,396
08/10/2020,Wellington Water and Sewer,,0,397
08/17/2020,South Fort Collins,5676.9,0,398
08/11/2020,Aurora,,19,399
08/11/2020,Boulder,,0,400
09/02/2020,South Adams County,,8,401
09/02/2020,South Fort Collins,,0,402
09/02/2020,SPR,,14,403
09/02/2020,Wellington Water and Sewer,,0,404
09/03/2020,Aurora,18477.5,20,405
09/03/2020,Boulder,38466.4,29,406
09/03/2020,Broomfield,2363.1,0,407
09/03/2020,CO Springs - JD Phillips,15799.5,5,408
09/03/2020,CO Springs - Las Vegas,6185.5,14,409
09/03/2020,Estes Park + Upper Thompson,5504.4,0,410
09/03/2020,Fort Collins - Boxelder,16389.7,0,411
09/03/2020,Fort Collins - Drake,20166.8,11,412
09/03/2020,Fort Collins - Mulberry,1306.5,0,413
09/03/2020,Greeley,3382.6,9,414
09/03/2020,Longmont,1665.5,0,415
09/03/2020,Louisville,1073.5,0,416
09/03/2020,Loveland,,6,417
