Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/15/2020,Metro Wastewater RWHTF - PRC,,36,1
08/06/2020,Loveland,,0,2
08/11/2020,Broomfield,,0,3
08/04/2020,Fort Collins - Boxelder,,0,4
08/02/2020,Aurora,,10,5
08/15/2020,Northglenn,,0,6
08/15/2020,Pueblo,,5,7
08/15/2020,Pueblo West,,0,8
08/15/2020,South Adams County,,0,9
08/15/2020,South Fort Collins,,0,10
08/15/2020,SPR,,7,11
08/15/2020,Wellington Water and Sewer,,0,12
08/16/2020,Aurora,,13,13
08/16/2020,Boulder,,0,14
08/16/2020,Broomfield,,0,15
08/16/2020,CO Springs - JD Phillips,,5,16
08/16/2020,CO Springs - Las Vegas,,12,17
08/16/2020,Estes Park + Upper Thompson,,0,18
08/16/2020,Fort Collins - Boxelder,,0,19
08/16/2020,Fort Collins - Drake,,0,20
08/16/2020,Fort Collins - Mulberry,,0,21
08/16/2020,Greeley,,0,22
08/16/2020,Longmont,,0,23
08/16/2020,Louisville,,0,24
08/16/2020,Loveland,,0,25
08/16/2020,Metro Wastewater RWHTF - CC,,22,26
08/16/2020,Metro Wastewater RWHTF - PRC,,42,27
08/16/2020,Northglenn,8660.3,0,28
08/16/2020,Pueblo,,5,29
08/16/2020,Pueblo West,,0,30
08/16/2020,South Adams County,,0,31
08/16/2020,South Fort Collins,,0,32
08/16/2020,SPR,,6,33
08/16/2020,Wellington Water and Sewer,,0,34
08/17/2020,Aurora,29500.8,13,35
08/17/2020,Boulder,3501.7,0,36
08/17/2020,Broomfield,0,0,37
08/17/2020,CO Springs - JD Phillips,13380.4,7,38
08/17/2020,CO Springs - Las Vegas,12423.4,12,39
08/17/2020,Estes Park + Upper Thompson,3578.8,0,40
08/17/2020,Fort Collins - Boxelder,279516,0,41
08/17/2020,Fort Collins - Drake,13455.6,5,42
08/17/2020,Fort Collins - Mulberry,1453.6,0,43
08/17/2020,Greeley,20071.1,0,44
08/17/2020,Longmont,5119,0,45
08/17/2020,Louisville,0,0,46
08/17/2020,Loveland,,0,47
08/17/2020,Metro Wastewater RWHTF - CC,,24,48
08/17/2020,Metro Wastewater RWHTF - PRC,24940.5,40,49
08/17/2020,Northglenn,,0,50
08/17/2020,Pueblo,14604.2,5,51
08/17/2020,Pueblo West,,0,52
08/17/2020,South Adams County,4106.2,5,53
08/17/2020,South Fort Collins,5676.9,0,54
08/02/2020,Boulder,,0,55
08/02/2020,Broomfield,12868.8,0,56
08/02/2020,CO Springs - JD Phillips,24177.4,5,57
08/02/2020,CO Springs - Las Vegas,50393.5,15,58
08/02/2020,Estes Park + Upper Thompson,4811.4,0,59
08/02/2020,Fort Collins - Boxelder,71341.9,0,60
08/02/2020,Fort Collins - Drake,1322.7,0,61
08/02/2020,Fort Collins - Mulberry,0,0,62
08/02/2020,Greeley,3512.1,0,63
08/02/2020,Longmont,,0,64
08/02/2020,Louisville,1256.1,0,65
08/02/2020,Loveland,,0,66
08/02/2020,Metro Wastewater RWHTF - CC,14555.4,13,67
08/02/2020,Metro Wastewater RWHTF - PRC,6384.8,28,68
08/02/2020,Northglenn,,0,69
08/02/2020,Pueblo,2635.4,0,70
08/02/2020,Pueblo West,,0,71
08/02/2020,South Adams County,,0,72
08/02/2020,South Fort Collins,7099.6,0,73
08/02/2020,SPR,,9,74
08/02/2020,Wellington Water and Sewer,,0,75
08/03/2020,Aurora,,16,76
08/03/2020,Boulder,,0,77
08/03/2020,Broomfield,,0,78
08/03/2020,CO Springs - JD Phillips,,6,79
08/03/2020,CO Springs - Las Vegas,,27,80
08/03/2020,Estes Park + Upper Thompson,,0,81
08/03/2020,Fort Collins - Boxelder,,0,82
08/03/2020,Fort Collins - Drake,,0,83
08/03/2020,Fort Collins - Mulberry,,0,84
08/03/2020,Greeley,,0,85
08/03/2020,Longmont,,0,86
08/03/2020,Louisville,,0,87
08/03/2020,Loveland,,0,88
08/03/2020,Metro Wastewater RWHTF - CC,,30,89
08/03/2020,Metro Wastewater RWHTF - PRC,,48,90
08/03/2020,Northglenn,,0,91
08/03/2020,Pueblo,,0,92
08/03/2020,Pueblo West,,0,93
08/03/2020,South Adams County,,6,94
08/03/2020,South Fort Collins,,0,95
08/03/2020,SPR,,12,96
08/03/2020,Wellington Water and Sewer,,0,97
08/04/2020,Aurora,,18,98
08/04/2020,Boulder,,0,99
08/04/2020,Broomfield,,0,100
08/04/2020,CO Springs - JD Phillips,,6,101
08/04/2020,CO Springs - Las Vegas,,25,102
08/04/2020,Estes Park + Upper Thompson,,0,103
08/04/2020,Fort Collins - Drake,,7,104
08/11/2020,CO Springs - JD Phillips,,6,105
08/06/2020,Metro Wastewater RWHTF - CC,17308.9,40,106
08/08/2020,South Adams County,,7,107
08/08/2020,South Fort Collins,,0,108
08/08/2020,SPR,,8,109
08/08/2020,Wellington Water and Sewer,,0,110
08/09/2020,Aurora,,20,111
08/09/2020,Boulder,,0,112
08/09/2020,Broomfield,,0,113
08/09/2020,CO Springs - JD Phillips,,0,114
08/09/2020,CO Springs - Las Vegas,,13,115
08/09/2020,Estes Park + Upper Thompson,,0,116
08/09/2020,Fort Collins - Boxelder,,0,117
08/09/2020,Fort Collins - Drake,,0,118
08/09/2020,Fort Collins - Mulberry,,0,119
08/09/2020,Greeley,,0,120
08/09/2020,Longmont,,0,121
08/09/2020,Louisville,,0,122
08/09/2020,Loveland,,0,123
08/09/2020,Metro Wastewater RWHTF - CC,,24,124
08/09/2020,Metro Wastewater RWHTF - PRC,,43,125
08/09/2020,Northglenn,,0,126
08/09/2020,Pueblo,,5,127
08/09/2020,Pueblo West,,0,128
08/09/2020,South Adams County,,6,129
08/09/2020,South Fort Collins,,0,130
08/09/2020,SPR,,8,131
08/09/2020,Wellington Water and Sewer,,0,132
08/10/2020,Aurora,18286.1,19,133
08/10/2020,Boulder,,0,134
08/10/2020,Broomfield,9069.9,0,135
08/10/2020,CO Springs - JD Phillips,19366.9,5,136
08/10/2020,CO Springs - Las Vegas,25339.9,20,137
08/10/2020,Estes Park + Upper Thompson,5572.5,0,138
08/10/2020,Fort Collins - Boxelder,2554.4,0,139
08/10/2020,Fort Collins - Drake,2755.9,0,140
08/10/2020,Fort Collins - Mulberry,23079.3,0,141
08/10/2020,Greeley,16073.5,5,142
08/10/2020,Longmont,,0,143
08/10/2020,Louisville,81151.8,0,144
08/10/2020,Loveland,,0,145
08/10/2020,Metro Wastewater RWHTF - CC,,24,146
08/10/2020,Metro Wastewater RWHTF - PRC,14862.1,48,147
08/10/2020,Northglenn,13357.1,0,148
08/10/2020,Pueblo,9202.8,0,149
08/10/2020,Pueblo West,,0,150
08/10/2020,South Adams County,5308.3,5,151
08/10/2020,South Fort Collins,2512,0,152
08/10/2020,SPR,2500.4,10,153
08/10/2020,Wellington Water and Sewer,,0,154
08/11/2020,Aurora,,19,155
08/11/2020,Boulder,,0,156
08/04/2020,Fort Collins - Mulberry,,5,157
08/04/2020,Greeley,,0,158
08/04/2020,Longmont,,0,159
08/04/2020,Louisville,,0,160
08/04/2020,Loveland,,0,161
08/04/2020,Metro Wastewater RWHTF - CC,,32,162
08/04/2020,Metro Wastewater RWHTF - PRC,,51,163
08/04/2020,Northglenn,,0,164
08/04/2020,Pueblo,,5,165
08/04/2020,Pueblo West,,0,166
08/04/2020,South Adams County,,6,167
08/04/2020,South Fort Collins,,0,168
08/04/2020,SPR,,14,169
08/04/2020,Wellington Water and Sewer,,0,170
08/05/2020,Aurora,,24,171
08/05/2020,Boulder,,0,172
08/05/2020,Broomfield,,0,173
08/05/2020,CO Springs - JD Phillips,,5,174
08/05/2020,CO Springs - Las Vegas,,28,175
08/05/2020,Estes Park + Upper Thompson,,0,176
08/05/2020,Fort Collins - Boxelder,,0,177
08/05/2020,Fort Collins - Drake,,9,178
08/05/2020,Fort Collins - Mulberry,,6,179
08/05/2020,Greeley,,5,180
08/05/2020,Longmont,,0,181
08/05/2020,Louisville,,0,182
08/05/2020,Loveland,,0,183
08/05/2020,Metro Wastewater RWHTF - CC,,43,184
08/05/2020,Metro Wastewater RWHTF - PRC,,61,185
08/05/2020,Northglenn,,6,186
08/05/2020,Pueblo,,6,187
08/05/2020,Pueblo West,,0,188
08/05/2020,South Adams County,,7,189
08/05/2020,South Fort Collins,,0,190
08/05/2020,SPR,,14,191
08/05/2020,Wellington Water and Sewer,,0,192
08/06/2020,Aurora,23675,27,193
08/06/2020,Boulder,,0,194
08/06/2020,Broomfield,1348.2,0,195
08/06/2020,CO Springs - JD Phillips,23485.2,5,196
08/06/2020,CO Springs - Las Vegas,22157,20,197
08/06/2020,Estes Park + Upper Thompson,54446.7,0,198
08/06/2020,Fort Collins - Boxelder,3590.5,0,199
08/06/2020,Fort Collins - Drake,0,10,200
08/06/2020,Fort Collins - Mulberry,4994.6,7,201
08/06/2020,Greeley,5764.2,5,202
08/06/2020,Longmont,,0,203
08/06/2020,Louisville,5145.3,0,204
08/11/2020,CO Springs - Las Vegas,,22,205
08/17/2020,SPR,31424.9,6,206
08/06/2020,Metro Wastewater RWHTF - PRC,7078.3,53,207
08/06/2020,Northglenn,,7,208
08/06/2020,Pueblo,17677.7,6,209
08/06/2020,Pueblo West,,0,210
08/06/2020,South Adams County,0,7,211
08/06/2020,South Fort Collins,19275.9,0,212
08/06/2020,SPR,15333.7,11,213
08/06/2020,Wellington Water and Sewer,,0,214
08/07/2020,Aurora,,30,215
08/07/2020,Boulder,,0,216
08/07/2020,Broomfield,,0,217
08/07/2020,CO Springs - JD Phillips,,5,218
08/07/2020,CO Springs - Las Vegas,,18,219
08/07/2020,Estes Park + Upper Thompson,,0,220
08/07/2020,Fort Collins - Boxelder,,0,221
08/07/2020,Fort Collins - Drake,,8,222
08/07/2020,Fort Collins - Mulberry,,0,223
08/07/2020,Greeley,,5,224
08/07/2020,Longmont,,0,225
08/07/2020,Louisville,,0,226
08/07/2020,Loveland,,0,227
08/07/2020,Metro Wastewater RWHTF - CC,,40,228
08/07/2020,Metro Wastewater RWHTF - PRC,,50,229
08/07/2020,Northglenn,,7,230
08/07/2020,Pueblo,,5,231
08/07/2020,Pueblo West,,0,232
08/07/2020,South Adams County,,9,233
08/07/2020,South Fort Collins,,0,234
08/07/2020,SPR,,8,235
08/07/2020,Wellington Water and Sewer,,0,236
08/08/2020,Aurora,,27,237
08/08/2020,Boulder,,0,238
08/08/2020,Broomfield,,0,239
08/08/2020,CO Springs - JD Phillips,,0,240
08/08/2020,CO Springs - Las Vegas,,15,241
08/08/2020,Estes Park + Upper Thompson,,0,242
08/08/2020,Fort Collins - Boxelder,,0,243
08/08/2020,Fort Collins - Drake,,6,244
08/08/2020,Fort Collins - Mulberry,,0,245
08/08/2020,Greeley,,0,246
08/08/2020,Longmont,,0,247
08/08/2020,Louisville,,0,248
08/08/2020,Loveland,,0,249
08/08/2020,Metro Wastewater RWHTF - CC,,30,250
08/08/2020,Metro Wastewater RWHTF - PRC,,48,251
08/08/2020,Northglenn,,5,252
08/08/2020,Pueblo,,0,253
08/08/2020,Pueblo West,,0,254
08/11/2020,Estes Park + Upper Thompson,,0,255
08/17/2020,Wellington Water and Sewer,,0,256
08/11/2020,Fort Collins - Boxelder,,0,257
08/18/2020,Aurora,,18,258
08/13/2020,Fort Collins - Mulberry,4914.2,0,259
08/11/2020,Fort Collins - Drake,,7,260
08/18/2020,Boulder,,5,261
08/18/2020,Broomfield,,0,262
08/18/2020,CO Springs - JD Phillips,,9,263
08/18/2020,CO Springs - Las Vegas,,18,264
08/18/2020,Estes Park + Upper Thompson,,0,265
08/18/2020,Fort Collins - Boxelder,,0,266
08/18/2020,Fort Collins - Drake,,9,267
08/18/2020,Fort Collins - Mulberry,,0,268
08/18/2020,Greeley,,0,269
08/18/2020,Longmont,,0,270
08/18/2020,Louisville,,0,271
08/18/2020,Loveland,,0,272
08/18/2020,Metro Wastewater RWHTF - CC,,28,273
08/18/2020,Metro Wastewater RWHTF - PRC,,45,274
08/18/2020,Northglenn,18254.8,0,275
08/18/2020,Pueblo,,6,276
08/18/2020,Pueblo West,,0,277
08/18/2020,South Adams County,,5,278
08/18/2020,South Fort Collins,,0,279
08/18/2020,SPR,,8,280
08/18/2020,Wellington Water and Sewer,,0,281
08/19/2020,Aurora,,21,282
08/19/2020,Boulder,,6,283
08/19/2020,Broomfield,,0,284
08/19/2020,CO Springs - JD Phillips,,8,285
08/19/2020,CO Springs - Las Vegas,,20,286
08/19/2020,Estes Park + Upper Thompson,,0,287
08/19/2020,Fort Collins - Boxelder,,0,288
08/19/2020,Fort Collins - Drake,,10,289
08/19/2020,Fort Collins - Mulberry,,0,290
08/19/2020,Greeley,,0,291
08/19/2020,Longmont,,0,292
08/19/2020,Louisville,,0,293
08/19/2020,Loveland,,0,294
08/19/2020,Metro Wastewater RWHTF - CC,,31,295
08/19/2020,Metro Wastewater RWHTF - PRC,,43,296
08/19/2020,Northglenn,,0,297
08/19/2020,Pueblo,,5,298
08/19/2020,Pueblo West,,0,299
08/19/2020,South Adams County,,0,300
08/19/2020,South Fort Collins,,0,301
08/19/2020,SPR,,9,302
08/19/2020,Wellington Water and Sewer,,0,303
08/20/2020,Aurora,29458.4,19,304
08/20/2020,Boulder,8227.3,5,305
08/20/2020,Broomfield,7451.3,0,306
08/20/2020,CO Springs - JD Phillips,9642,5,307
08/13/2020,Greeley,19595.9,0,308
08/13/2020,Longmont,,0,309
08/13/2020,Louisville,1730.1,0,310
08/13/2020,Loveland,,0,311
08/13/2020,Metro Wastewater RWHTF - CC,,34,312
08/13/2020,Metro Wastewater RWHTF - PRC,9358.1,44,313
08/13/2020,Northglenn,,0,314
08/13/2020,Pueblo,1779.8,5,315
08/13/2020,Pueblo West,,0,316
08/13/2020,South Adams County,7111.4,0,317
08/13/2020,South Fort Collins,1624.6,0,318
08/13/2020,SPR,7065.8,8,319
08/13/2020,Wellington Water and Sewer,,0,320
08/14/2020,Aurora,,24,321
08/14/2020,Boulder,,0,322
08/14/2020,Broomfield,,0,323
08/14/2020,CO Springs - JD Phillips,,0,324
08/14/2020,CO Springs - Las Vegas,,21,325
08/14/2020,Estes Park + Upper Thompson,,0,326
08/14/2020,Fort Collins - Boxelder,,0,327
08/14/2020,Fort Collins - Drake,,5,328
08/14/2020,Fort Collins - Mulberry,,0,329
08/14/2020,Greeley,,0,330
08/14/2020,Longmont,,0,331
08/14/2020,Louisville,,0,332
08/14/2020,Loveland,,0,333
08/14/2020,Metro Wastewater RWHTF - CC,,29,334
08/14/2020,Metro Wastewater RWHTF - PRC,,39,335
08/14/2020,Northglenn,,0,336
08/14/2020,Pueblo,,6,337
08/14/2020,Pueblo West,,0,338
08/14/2020,South Adams County,,0,339
08/14/2020,South Fort Collins,,0,340
08/14/2020,SPR,,8,341
08/14/2020,Wellington Water and Sewer,,0,342
08/15/2020,Aurora,,16,343
08/15/2020,Boulder,,0,344
08/15/2020,Broomfield,,0,345
08/15/2020,CO Springs - JD Phillips,,5,346
08/15/2020,CO Springs - Las Vegas,,15,347
08/15/2020,Estes Park + Upper Thompson,,0,348
08/15/2020,Fort Collins - Boxelder,,0,349
08/15/2020,Fort Collins - Drake,,0,350
08/15/2020,Fort Collins - Mulberry,,0,351
08/15/2020,Greeley,,0,352
08/15/2020,Longmont,,0,353
08/15/2020,Louisville,,0,354
08/15/2020,Loveland,,0,355
08/15/2020,Metro Wastewater RWHTF - CC,,27,356
08/11/2020,Fort Collins - Mulberry,,0,357
08/11/2020,Greeley,,6,358
08/11/2020,Longmont,,0,359
08/11/2020,Louisville,,0,360
08/11/2020,Loveland,,0,361
08/11/2020,Metro Wastewater RWHTF - CC,,33,362
08/11/2020,Metro Wastewater RWHTF - PRC,,49,363
08/11/2020,Northglenn,,0,364
08/11/2020,Pueblo,,5,365
08/11/2020,Pueblo West,,0,366
08/11/2020,South Adams County,,6,367
08/11/2020,South Fort Collins,,0,368
08/11/2020,SPR,,9,369
08/11/2020,Wellington Water and Sewer,,0,370
08/12/2020,Aurora,,25,371
08/12/2020,Boulder,,0,372
08/12/2020,Broomfield,,0,373
08/12/2020,CO Springs - JD Phillips,,6,374
08/12/2020,CO Springs - Las Vegas,,27,375
08/12/2020,Estes Park + Upper Thompson,,0,376
08/12/2020,Fort Collins - Boxelder,,0,377
08/12/2020,Fort Collins - Drake,,9,378
08/12/2020,Fort Collins - Mulberry,,0,379
08/12/2020,Greeley,,5,380
08/12/2020,Longmont,,0,381
08/12/2020,Louisville,,0,382
08/12/2020,Loveland,,0,383
08/12/2020,Metro Wastewater RWHTF - CC,,35,384
08/12/2020,Metro Wastewater RWHTF - PRC,,53,385
08/12/2020,Northglenn,,0,386
08/12/2020,Pueblo,,5,387
08/12/2020,Pueblo West,,0,388
08/12/2020,South Adams County,,6,389
08/12/2020,South Fort Collins,,0,390
08/12/2020,SPR,,9,391
08/12/2020,Wellington Water and Sewer,,0,392
08/13/2020,Aurora,25467.2,22,393
08/13/2020,Boulder,4958.5,0,394
08/13/2020,Broomfield,979.2,0,395
08/13/2020,CO Springs - JD Phillips,13182.4,5,396
08/13/2020,CO Springs - Las Vegas,23777,23,397
08/13/2020,Estes Park + Upper Thompson,102439.4,0,398
08/13/2020,Fort Collins - Boxelder,23829.8,0,399
08/13/2020,Fort Collins - Drake,18605.5,8,400
09/02/2020,South Adams County,,8,401
09/02/2020,South Fort Collins,,0,402
09/02/2020,SPR,,14,403
09/02/2020,Wellington Water and Sewer,,0,404
09/03/2020,Aurora,18477.5,20,405
09/03/2020,Boulder,38466.4,29,406
09/03/2020,Broomfield,2363.1,0,407
09/03/2020,CO Springs - JD Phillips,15799.5,5,408
09/03/2020,CO Springs - Las Vegas,6185.5,14,409
09/03/2020,Estes Park + Upper Thompson,5504.4,0,410
09/03/2020,Fort Collins - Boxelder,16389.7,0,411
09/03/2020,Fort Collins - Drake,20166.8,11,412
09/03/2020,Fort Collins - Mulberry,1306.5,0,413
09/03/2020,Greeley,3382.6,9,414
09/03/2020,Longmont,1665.5,0,415
09/03/2020,Louisville,1073.5,0,416
09/03/2020,Loveland,,6,417
09/03/2020,Metro Wastewater RWHTF - CC,,31,418
09/03/2020,Metro Wastewater RWHTF - PRC,11407.8,43,419
09/03/2020,Northglenn,,0,420
09/03/2020,Pueblo,11674.9,0,421
09/03/2020,Pueblo West,,0,422
09/03/2020,South Adams County,9730.1,8,423
09/03/2020,South Fort Collins,4163.2,0,424
09/03/2020,SPR,8157.2,13,425
09/03/2020,Wellington Water and Sewer,,0,426
09/04/2020,Aurora,,22,427
09/04/2020,Boulder,,34,428
08/27/2020,Aurora,,18,429
08/29/2020,Fort Collins - Boxelder,,0,430
09/04/2020,Broomfield,,0,431
09/04/2020,CO Springs - JD Phillips,,5,432
09/04/2020,CO Springs - Las Vegas,,13,433
09/04/2020,Estes Park + Upper Thompson,,0,434
09/04/2020,Fort Collins - Boxelder,,0,435
09/04/2020,Fort Collins - Drake,,8,436
09/04/2020,Fort Collins - Mulberry,,0,437
09/04/2020,Greeley,,8,438
09/04/2020,Longmont,,0,439
09/04/2020,Louisville,,0,440
09/04/2020,Loveland,,5,441
09/04/2020,Metro Wastewater RWHTF - CC,,28,442
09/04/2020,Metro Wastewater RWHTF - PRC,,41,443
09/04/2020,Northglenn,23492.1,0,444
09/04/2020,Pueblo,,0,445
09/04/2020,Pueblo West,,0,446
09/04/2020,South Adams County,,8,447
09/04/2020,South Fort Collins,,0,448
09/04/2020,SPR,,9,449
09/04/2020,Wellington Water and Sewer,,0,450
09/05/2020,Aurora,,17,451
09/05/2020,Boulder,,30,452
08/22/2020,Longmont,,0,453
08/31/2020,Loveland,,0,454
08/31/2020,Metro Wastewater RWHTF - CC,,19,455
08/31/2020,Metro Wastewater RWHTF - PRC,2456.2,40,456
08/31/2020,Northglenn,,0,457
08/31/2020,Pueblo,6071.7,0,458
08/31/2020,Pueblo West,,0,459
08/31/2020,South Adams County,5579,5,460
08/31/2020,South Fort Collins,0,0,461
08/31/2020,SPR,16126.6,10,462
08/31/2020,Wellington Water and Sewer,,0,463
09/01/2020,Aurora,,19,464
09/01/2020,Boulder,,17,465
09/01/2020,Broomfield,,0,466
09/01/2020,CO Springs - JD Phillips,,0,467
09/01/2020,CO Springs - Las Vegas,,9,468
09/01/2020,Estes Park + Upper Thompson,,0,469
09/01/2020,Fort Collins - Boxelder,,0,470
09/01/2020,Fort Collins - Drake,,8,471
09/01/2020,Fort Collins - Mulberry,,0,472
09/01/2020,Greeley,,8,473
09/01/2020,Longmont,,0,474
09/01/2020,Louisville,,0,475
09/01/2020,Loveland,,5,476
09/01/2020,Metro Wastewater RWHTF - CC,,23,477
09/01/2020,Metro Wastewater RWHTF - PRC,,47,478
09/01/2020,Northglenn,,0,479
09/01/2020,Pueblo,,0,480
09/01/2020,Pueblo West,,0,481
09/01/2020,South Adams County,,5,482
09/01/2020,South Fort Collins,,0,483
09/01/2020,SPR,,14,484
09/01/2020,Wellington Water and Sewer,,0,485
09/02/2020,Aurora,,24,486
09/02/2020,Boulder,,26,487
09/02/2020,Broomfield,,0,488
09/02/2020,CO Springs - JD Phillips,,5,489
09/02/2020,CO Springs - Las Vegas,,15,490
09/02/2020,Estes Park + Upper Thompson,,0,491
09/02/2020,Fort Collins - Boxelder,,0,492
09/02/2020,Fort Collins - Drake,,10,493
09/02/2020,Fort Collins - Mulberry,,0,494
09/02/2020,Greeley,,8,495
09/02/2020,Longmont,,0,496
09/02/2020,Louisville,,0,497
09/02/2020,Loveland,,7,498
09/02/2020,Metro Wastewater RWHTF - CC,,31,499
09/02/2020,Metro Wastewater RWHTF - PRC,,47,500
09/02/2020,Northglenn,,0,501
09/02/2020,Pueblo,,0,502
09/02/2020,Pueblo West,,0,503
08/22/2020,Louisville,,0,504
08/22/2020,Loveland,,0,505
08/22/2020,Metro Wastewater RWHTF - CC,,33,506
08/22/2020,Metro Wastewater RWHTF - PRC,,50,507
08/22/2020,Northglenn,,0,508
08/22/2020,Pueblo,,5,509
08/22/2020,Pueblo West,,0,510
08/22/2020,South Adams County,,0,511
08/22/2020,South Fort Collins,,0,512
08/22/2020,SPR,,8,513
08/22/2020,Wellington Water and Sewer,,0,514
08/24/2020,Pueblo,15236,0,515
08/23/2020,Aurora,,18,516
08/23/2020,Boulder,,0,517
08/23/2020,Broomfield,,0,518
08/23/2020,CO Springs - JD Phillips,,0,519
08/23/2020,CO Springs - Las Vegas,,13,520
08/23/2020,Estes Park + Upper Thompson,,0,521
08/23/2020,Fort Collins - Boxelder,,0,522
08/23/2020,Fort Collins - Drake,,5,523
08/23/2020,Fort Collins - Mulberry,,0,524
08/23/2020,Greeley,,5,525
08/23/2020,Longmont,,0,526
08/23/2020,Louisville,,0,527
08/23/2020,Loveland,,0,528
08/23/2020,Metro Wastewater RWHTF - CC,,28,529
08/23/2020,Metro Wastewater RWHTF - PRC,,42,530
08/23/2020,Northglenn,12990.5,0,531
08/23/2020,Pueblo,,0,532
08/23/2020,Pueblo West,,0,533
08/23/2020,South Adams County,,0,534
08/23/2020,South Fort Collins,,0,535
08/23/2020,SPR,,8,536
08/23/2020,Wellington Water and Sewer,,0,537
08/24/2020,Aurora,16934.5,21,538
08/24/2020,Boulder,3616.6,5,539
08/24/2020,Broomfield,1391.5,0,540
08/24/2020,CO Springs - JD Phillips,9150.8,5,541
08/24/2020,CO Springs - Las Vegas,16686.5,15,542
08/24/2020,Estes Park + Upper Thompson,16151.1,0,543
08/24/2020,Fort Collins - Boxelder,5415.9,0,544
08/24/2020,Fort Collins - Drake,7498.5,0,545
08/24/2020,Fort Collins - Mulberry,4988.5,0,546
08/24/2020,Greeley,23407.1,0,547
08/24/2020,Longmont,8418,0,548
08/24/2020,Louisville,4080.4,0,549
08/24/2020,Loveland,,0,550
08/24/2020,Metro Wastewater RWHTF - CC,,28,551
08/24/2020,Metro Wastewater RWHTF - PRC,10083.9,45,552
08/24/2020,Northglenn,,0,553
08/27/2020,Boulder,12215.9,6,554
08/29/2020,Fort Collins - Drake,,8,555
08/27/2020,Broomfield,0,0,556
08/27/2020,CO Springs - JD Phillips,15906.5,0,557
08/27/2020,CO Springs - Las Vegas,9917.9,21,558
08/27/2020,Estes Park + Upper Thompson,3061.5,0,559
08/27/2020,Fort Collins - Boxelder,21659.7,0,560
08/27/2020,Fort Collins - Drake,7622.4,9,561
08/27/2020,Fort Collins - Mulberry,17807.1,0,562
08/27/2020,Greeley,20741.9,9,563
08/27/2020,Longmont,3538.4,0,564
08/27/2020,Louisville,0,0,565
08/27/2020,Loveland,,0,566
08/27/2020,Metro Wastewater RWHTF - CC,,29,567
