Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/08/2020,South Adams County,,7,1
08/13/2020,Fort Collins - Mulberry,4914.2,0,2
08/06/2020,Loveland,,0,3
08/11/2020,Broomfield,,0,4
08/02/2020,Aurora,,10,5
08/15/2020,Metro Wastewater RWHTF - PRC,,36,6
08/17/2020,SPR,31424.9,6,7
08/08/2020,South Fort Collins,,0,8
08/15/2020,Northglenn,,0,9
08/15/2020,Pueblo,,5,10
08/08/2020,SPR,,8,11
08/13/2020,Greeley,19595.9,0,12
08/06/2020,Metro Wastewater RWHTF - CC,17308.9,40,13
08/11/2020,CO Springs - JD Phillips,,6,14
08/02/2020,Boulder,,0,15
08/17/2020,Wellington Water and Sewer,,0,16
08/15/2020,Pueblo West,,0,17
08/02/2020,Broomfield,12868.8,0,18
08/11/2020,CO Springs - Las Vegas,,22,19
08/06/2020,Metro Wastewater RWHTF - PRC,7078.3,53,20
08/13/2020,Longmont,,0,21
08/08/2020,Wellington Water and Sewer,,0,22
08/18/2020,Aurora,,18,23
08/04/2020,Fort Collins - Boxelder,,0,24
08/11/2020,Estes Park + Upper Thompson,,0,25
08/02/2020,CO Springs - JD Phillips,24177.4,5,26
08/13/2020,Louisville,1730.1,0,27
08/06/2020,Northglenn,,7,28
08/15/2020,South Adams County,,0,29
08/09/2020,Aurora,,20,30
08/06/2020,Pueblo,17677.7,6,31
08/13/2020,Loveland,,0,32
08/02/2020,CO Springs - Las Vegas,50393.5,15,33
08/11/2020,Fort Collins - Boxelder,,0,34
08/18/2020,Boulder,,5,35
08/04/2020,Fort Collins - Drake,,7,36
08/15/2020,South Fort Collins,,0,37
08/18/2020,Broomfield,,0,38
08/11/2020,Fort Collins - Drake,,7,39
08/09/2020,Boulder,,0,40
08/02/2020,Estes Park + Upper Thompson,4811.4,0,41
08/13/2020,Metro Wastewater RWHTF - CC,,34,42
08/06/2020,Pueblo West,,0,43
08/04/2020,Fort Collins - Mulberry,,5,44
08/02/2020,Fort Collins - Boxelder,71341.9,0,45
08/13/2020,Metro Wastewater RWHTF - PRC,9358.1,44,46
