Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/11/2020,Broomfield,,0,1
08/08/2020,South Adams County,,7,2
08/15/2020,Metro Wastewater RWHTF - PRC,,36,3
08/17/2020,SPR,31424.9,6,4
08/02/2020,Aurora,,10,5
08/06/2020,Loveland,,0,6
08/13/2020,Fort Collins - Mulberry,4914.2,0,7
08/04/2020,Fort Collins - Boxelder,,0,8
08/11/2020,CO Springs - JD Phillips,,6,9
08/04/2020,Fort Collins - Drake,,7,10
08/06/2020,Metro Wastewater RWHTF - CC,17308.9,40,11
08/13/2020,Greeley,19595.9,0,12
08/04/2020,Fort Collins - Mulberry,,5,13
08/08/2020,South Fort Collins,,0,14
08/11/2020,CO Springs - Las Vegas,,22,15
08/02/2020,Boulder,,0,16
08/17/2020,Wellington Water and Sewer,,0,17
08/15/2020,Northglenn,,0,18
08/06/2020,Metro Wastewater RWHTF - PRC,7078.3,53,19
08/04/2020,Greeley,,0,20
08/13/2020,Longmont,,0,21
08/11/2020,Estes Park + Upper Thompson,,0,22
08/08/2020,SPR,,8,23
08/06/2020,Northglenn,,7,24
08/15/2020,Pueblo,,5,25
08/18/2020,Aurora,,18,26
08/02/2020,Broomfield,12868.8,0,27
08/11/2020,Fort Collins - Boxelder,,0,28
08/13/2020,Louisville,1730.1,0,29
08/04/2020,Longmont,,0,30
08/08/2020,Wellington Water and Sewer,,0,31
08/18/2020,Boulder,,5,32
08/15/2020,Pueblo West,,0,33
08/06/2020,Pueblo,17677.7,6,34
08/13/2020,Loveland,,0,35
08/11/2020,Fort Collins - Drake,,7,36
08/02/2020,CO Springs - JD Phillips,24177.4,5,37
08/15/2020,South Adams County,,0,38
08/09/2020,Aurora,,20,39
08/04/2020,Louisville,,0,40
08/18/2020,Broomfield,,0,41
08/02/2020,CO Springs - Las Vegas,50393.5,15,42
08/11/2020,Fort Collins - Mulberry,,0,43
08/15/2020,South Fort Collins,,0,44
08/06/2020,Pueblo West,,0,45
08/13/2020,Metro Wastewater RWHTF - CC,,34,46
08/09/2020,Boulder,,0,47
08/04/2020,Loveland,,0,48
08/06/2020,South Adams County,0,7,49
08/11/2020,Greeley,,6,50
08/15/2020,SPR,,7,51
08/02/2020,Estes Park + Upper Thompson,4811.4,0,52
08/18/2020,CO Springs - JD Phillips,,9,53
08/09/2020,Broomfield,,0,54
08/13/2020,Metro Wastewater RWHTF - PRC,9358.1,44,55
08/15/2020,Wellington Water and Sewer,,0,56
08/11/2020,Longmont,,0,57
08/02/2020,Fort Collins - Boxelder,71341.9,0,58
08/04/2020,Metro Wastewater RWHTF - CC,,31,59
08/06/2020,South Fort Collins,19275.9,0,60
08/09/2020,CO Springs - JD Phillips,,0,61
08/18/2020,CO Springs - Las Vegas,,17,62
08/04/2020,Metro Wastewater RWHTF - PRC,,51,63
08/11/2020,Louisville,,0,64
08/16/2020,Aurora,,13,65
08/02/2020,Fort Collins - Drake,1322.7,0,66
08/13/2020,Northglenn,,0,67
08/18/2020,Estes Park + Upper Thompson,,0,68
08/09/2020,CO Springs - Las Vegas,,13,69
08/06/2020,SPR,15333.7,11,70
08/11/2020,Loveland,,0,71
08/02/2020,Fort Collins - Mulberry,0,0,72
08/16/2020,Boulder,,0,73
08/04/2020,Northglenn,,0,74
08/09/2020,Estes Park + Upper Thompson,,0,75
08/13/2020,Pueblo,1779.8,5,76
08/06/2020,Wellington Water and Sewer,,0,77
08/18/2020,Fort Collins - Boxelder,,0,78
08/16/2020,Broomfield,,0,79
