Date,Utility,SARS_CoV_2_copies_L,Number_of_New_COVID19_Cases_by_,ObjectId
08/15/2020,Metro Wastewater RWHTF - PRC,,36,1
08/02/2020,Aurora,,10,2
08/15/2020,Northglenn,,0,3
08/02/2020,Boulder,,0,4
08/02/2020,Broomfield,12868.8,0,5
08/15/2020,Pueblo,,5,6
08/15/2020,Pueblo West,,0,7
08/02/2020,CO Springs - JD Phillips,24177.4,5,8
08/02/2020,CO Springs - Las Vegas,50393.5,15,9
08/15/2020,South Adams County,,0,10
08/15/2020,South Fort Collins,,0,11
08/02/2020,Estes Park + Upper Thompson,4811.4,0,12
08/02/2020,Fort Collins - Boxelder,71341.9,0,13
08/15/2020,SPR,,7,14
08/15/2020,Wellington Water and Sewer,,0,15
08/02/2020,Fort Collins - Drake,1322.7,0,16
08/02/2020,Fort Collins - Mulberry,0,0,17
08/16/2020,Aurora,,13,18
08/16/2020,Boulder,,0,19
08/02/2020,Greeley,3512.1,0,20
08/02/2020,Longmont,,0,21
08/16/2020,Broomfield,,0,22
08/16/2020,CO Springs - JD Phillips,,5,23
08/02/2020,Louisville,1256.1,0,24
08/02/2020,Loveland,,0,25
08/16/2020,CO Springs - Las Vegas,,12,26
08/16/2020,Estes Park + Upper Thompson,,0,27
08/02/2020,Metro Wastewater RWHTF - CC,14555.4,13,28
08/02/2020,Metro Wastewater RWHTF - PRC,6384.8,28,29
08/16/2020,Fort Collins - Boxelder,,0,30
08/16/2020,Fort Collins - Drake,,0,31
08/02/2020,Northglenn,,0,32
08/02/2020,Pueblo,2635.4,0,33
08/16/2020,Fort Collins - Mulberry,,0,34
08/16/2020,Greeley,,0,35
08/02/2020,Pueblo West,,0,36
08/02/2020,South Adams County,,0,37
08/16/2020,Longmont,,0,38
08/16/2020,Louisville,,0,39
08/02/2020,South Fort Collins,7099.6,0,40
08/02/2020,SPR,,9,41
08/16/2020,Loveland,,0,42
08/16/2020,Metro Wastewater RWHTF - CC,,22,43
08/02/2020,Wellington Water and Sewer,,0,44
08/03/2020,Aurora,,16,45
08/16/2020,Metro Wastewater RWHTF - PRC,,42,46
08/16/2020,Northglenn,8660.3,0,47
08/03/2020,Boulder,,0,48
08/16/2020,Pueblo,,5,49
08/16/2020,Pueblo West,,0,50
08/03/2020,Broomfield,,0,51
08/03/2020,CO Springs - JD Phillips,,6,52
08/16/2020,South Adams County,,0,53
08/16/2020,South Fort Collins,,0,54
08/03/2020,CO Springs - Las Vegas,,27,55
08/03/2020,Estes Park + Upper Thompson,,0,56
08/16/2020,SPR,,6,57
08/16/2020,Wellington Water and Sewer,,0,58
08/03/2020,Fort Collins - Boxelder,,0,59
08/03/2020,Fort Collins - Drake,,0,60
08/17/2020,Aurora,29500.8,13,61
08/17/2020,Boulder,3501.7,0,62
08/03/2020,Fort Collins - Mulberry,,0,63
08/03/2020,Greeley,,0,64
08/17/2020,Broomfield,0,0,65
08/17/2020,CO Springs - JD Phillips,13380.4,7,66
08/03/2020,Longmont,,0,67
08/03/2020,Louisville,,0,68
08/17/2020,CO Springs - Las Vegas,12423.4,12,69
08/17/2020,Estes Park + Upper Thompson,3578.8,0,70
08/03/2020,Loveland,,0,71
08/03/2020,Metro Wastewater RWHTF - CC,,30,72
08/17/2020,Fort Collins - Boxelder,279516,0,73
08/17/2020,Fort Collins - Drake,13455.6,5,74
08/03/2020,Metro Wastewater RWHTF - PRC,,48,75
08/03/2020,Northglenn,,0,76
08/17/2020,Fort Collins - Mulberry,1453.6,0,77
08/17/2020,Greeley,20071.1,0,78
08/03/2020,Pueblo,,0,79
08/03/2020,Pueblo West,,0,80
08/17/2020,Longmont,5119,0,81
08/17/2020,Louisville,0,0,82
08/03/2020,South Adams County,,6,83
08/03/2020,South Fort Collins,,0,84
08/17/2020,Loveland,,0,85
08/17/2020,Metro Wastewater RWHTF - CC,,24,86
08/03/2020,SPR,,12,87
08/03/2020,Wellington Water and Sewer,,0,88
08/04/2020,Aurora,,18,89
08/04/2020,Boulder,,0,90
08/04/2020,Broomfield,,0,91
08/04/2020,CO Springs - JD Phillips,,6,92
08/04/2020,CO Springs - Las Vegas,,25,93
08/04/2020,Estes Park + Upper Thompson,,0,94
08/17/2020,Metro Wastewater RWHTF - PRC,24940.5,40,95
08/17/2020,Northglenn,,0,96
08/17/2020,Pueblo,14604.2,5,97
08/17/2020,Pueblo West,,0,98
08/17/2020,South Adams County,4106.2,5,99
08/17/2020,South Fort Collins,5676.9,0,100
08/11/2020,Broomfield,,0,101
08/11/2020,CO Springs - JD Phillips,,6,102
08/11/2020,CO Springs - Las Vegas,,22,103
08/11/2020,Estes Park + Upper Thompson,,0,104
08/11/2020,Fort Collins - Boxelder,,0,105
08/11/2020,Fort Collins - Drake,,7,106
08/11/2020,Fort Collins - Mulberry,,0,107
08/11/2020,Greeley,,6,108
08/11/2020,Longmont,,0,109
08/11/2020,Louisville,,0,110
08/11/2020,Loveland,,0,111
08/11/2020,Metro Wastewater RWHTF - CC,,33,112
08/11/2020,Metro Wastewater RWHTF - PRC,,49,113
08/11/2020,Northglenn,,0,114
08/11/2020,Pueblo,,5,115
08/11/2020,Pueblo West,,0,116
08/11/2020,South Adams County,,6,117
08/11/2020,South Fort Collins,,0,118
08/11/2020,SPR,,9,119
