Name,Desc_,Date,Cases,Tested,Test_Encounters,Deaths,DthCOVID19,Population,Rate,Hosp,Counties,Outbreaks,ObjectId
Colorado,State Data,06/04/2020,27360,200912,,1512,1255,5694287,480.48,4460,60,294,136
Colorado,State Data,06/05/2020,27615,205761,,1524,1274,5694287,484.96,4472,60,296,137
Colorado,State Data,06/06/2020,27848,210485,,1527,1274,5694287,489.05,4480,60,299,138
Colorado,State Data,06/07/2020,28001,214940,,1527,1274,5694287,491.74,4485,60,299,139
Colorado,State Data,06/08/2020,28183,219331,,1543,1292,5694287,494.93,4859,60,299,140
Colorado,State Data,06/09/2020,28347,223534,,1553,1312,5694287,497.81,5025,60,301,141
Colorado,State Data,06/10/2020,28499,227761,,1573,1328,5694287,500.48,5035,60,306,142
Colorado,State Data,06/11/2020,28647,231763,,1583,1339,5694287,503.08,5057,60,308,143
Colorado,State Data,06/12/2020,28822,236461,,1595,1348,5694287,506.16,5234,60,308,144
Colorado,State Data,06/13/2020,29017,242034,,1598,1348,5694287,509.58,5244,60,309,145
Colorado,State Data,06/14/2020,29130,246478,,1599,1348,5694287,511.57,5244,60,312,146
Colorado,State Data,06/15/2020,29299,250523,,1605,1373,5694287,514.53,5269,60,314,147
Colorado,State Data,06/16/2020,29442,254020,,1617,1373,5694287,517.04,5272,60,318,148
Colorado,State Data,06/17/2020,29673,259546,,1631,1402,5694287,521.1,5294,60,323,149
Colorado,State Data,06/18/2020,29901,264466,,1638,1417,5694287,525.11,5308,60,324,150
Colorado,State Data,06/19/2020,30187,270335,,1643,1429,5694287,530.13,5318,60,327,151
Colorado,State Data,06/20/2020,30349,275645,,1647,1429,5694287,532.97,5323,60,327,152
Colorado,State Data,06/21/2020,30539,280033,,1647,1429,5694287,536.31,5327,60,330,153
Colorado,State Data,06/22/2020,30705,285130,,1651,1438,5694287,539.22,5343,60,330,154
Colorado,State Data,06/23/2020,30893,288079,,1665,1455,5694287,542.53,5366,60,333,155
Colorado,State Data,06/24/2020,31155,293284,,1667,1457,5694287,547.13,5375,60,337,156
Colorado,State Data,06/25/2020,31479,299772,,1669,1475,5694287,552.82,5386,61,338,157
Colorado,State Data,06/26/2020,31796,304759,,1673,1482,5694287,558.38,5392,61,349,158
Colorado,State Data,06/27/2020,32022,310883,,1674,1482,5694287,562.35,5399,61,350,159
Colorado,State Data,06/28/2020,32307,316734,,1676,1482,5694287,567.36,5401,61,350,160
Colorado,State Data,06/29/2020,32511,320997,,1682,1508,5694287,570.94,5442,61,353,161
Colorado,State Data,06/30/2020,32715,324632,,1690,1520,5694287,574.52,5489,61,353,162
Colorado,State Data,07/01/2020,33029,330359,,1697,1520,5694287,580.04,5513,61,362,163
Colorado,State Data,07/02/2020,33352,337391,,1701,1521,5694287,585.71,5527,61,362,164
Colorado,State Data,07/04/2020,33866,347821,,1701,1521,5694287,594.74,5550,61,366,165
Colorado,State Data,10/20/2020,87582,1095721,1724038,2182,2060,5763976,1519.47,8332,64,971,166
Colorado,State Data,10/21/2020,88849,1103952,1742583,2194,2066,5763976,1541.45,8380,64,1011,167
Colorado,State Data,10/22/2020,90222,1113799,1764648,2198,2070,5763976,1565.27,8478,64,1028,168
Colorado,State Data,10/23/2020,91572,1124409,1790404,2211,2076,5763976,1588.7,8557,64,1043,169
Colorado,State Data,10/24/2020,93400,1137570,1818196,2218,2076,5763976,1620.41,8598,64,1056,170
Colorado,State Data,10/25/2020,95089,1149629,1842254,2223,2076,5763976,1649.71,8622,64,1057,171
Colorado,State Data,10/26/2020,97300,1168725,1874101,2226,2082,5763976,1688.07,8658,64,1064,172
Colorado,State Data,10/27/2020,98733,1177044,1892949,2236,2082,5763976,1712.93,8778,64,1099,173
Colorado,State Data,10/28/2020,100208,1185043,1910983,2249,2094,5763976,1738.52,8854,64,1142,174
Colorado,State Data,10/29/2020,102014,1196302,1936408,2268,2095,5763976,1769.85,8943,64,1166,175
Colorado,State Data,10/30/2020,104426,1207438,1963585,2278,2105,5763976,1811.7,9031,64,1197,176
Colorado,State Data,10/31/2020,107350,1222276,2004722,2285,2105,5763976,1862.43,9064,64,1216,177
Colorado,State Data,11/01/2020,109910,1236323,2034795,2288,2105,5763976,1906.84,9089,64,1216,178
Colorado,State Data,11/02/2020,112147,1249128,2060642,2292,2126,5763976,1945.65,9114,64,1221,179
Colorado,State Data,11/03/2020,114709,1259853,2082151,2311,2134,5763976,1990.1,9180,64,1268,180
Colorado,State Data,11/04/2020,117637,1272494,2109114,2333,2147,5763976,2040.9,9618,64,1337,181
Colorado,State Data,11/05/2020,121006,1287081,2141933,2353,2158,5763976,2099.35,9714,64,1350,182
Colorado,State Data,11/06/2020,124469,1303345,2177091,2376,2168,5763976,2159.43,9911,64,1378,183
Colorado,State Data,11/07/2020,127967,1320389,2214788,2389,2168,5763976,2220.12,9997,64,1403,184
Colorado,State Data,11/08/2020,130984,1334323,2245385,2394,2168,5763976,2272.46,10017,64,1408,185
Colorado,State Data,11/09/2020,134537,1351495,2274428,2408,2179,5763976,2334.1,10050,64,1426,186
Colorado,State Data,11/10/2020,138427,1367027,2306782,2427,2201,5763976,2401.59,10263,64,1472,187
Colorado,State Data,11/11/2020,142402,1387268,2347268,2443,2201,5763976,2470.55,10538,64,1551,188
Colorado,State Data,11/12/2020,147599,1389134,2391802,2468,2234,5763976,2560.72,10597,64,1572,189
Colorado,State Data,11/13/2020,154038,1415886,2443599,2504,2234,5763976,2672.43,10861,64,1597,190
Colorado,State Data,11/14/2020,159234,1436205,2485451,2525,2234,5763976,2762.57,11056,64,1637,191
Colorado,State Data,11/15/2020,163417,1454824,2523752,2546,2234,5763976,2835.14,11124,64,1650,192
Colorado,State Data,11/16/2020,167713,1472457,2560096,2578,2276,5763976,2909.68,11203,64,1666,193
Colorado,State Data,11/17/2020,172044,1491381,2599581,2608,2299,5763976,2984.81,11608,64,1718,194
Colorado,State Data,11/18/2020,176694,1511200,2640615,2651,2324,5763976,3065.49,11802,64,1810,195
Colorado,State Data,11/19/2020,182801,1537359,2695700,2730,2350,5763976,3171.44,11980,64,1853,196
Colorado,State Data,11/20/2020,188566,1563738,2752718,2745,2355,5763976,3271.46,12166,64,1873,197
Colorado,State Data,11/21/2020,194679,1589395,2807638,2787,2355,5763976,3377.51,12424,64,1906,198
Colorado,State Data,11/22/2020,198600,1611564,2855610,2806,2355,5763976,3445.54,12484,64,1908,199
Colorado,State Data,11/23/2020,202289,1630871,2901740,2810,2456,5763976,3509.54,12526,64,1925,200
Colorado,State Data,11/24/2020,206439,1645109,2939263,2860,2466,5763976,3581.54,12836,64,1990,201
Colorado,State Data,11/25/2020,210630,1662003,2980399,2906,2521,5763976,3654.25,13044,64,2086,202
Colorado,State Data,11/26/2020,216683,1689657,3046149,2957,2521,5763976,3759.26,13248,64,2117,203
Colorado,State Data,11/27/2020,220953,1707374,3091838,2977,2521,5763976,3833.34,13287,64,2131,204
Colorado,State Data,11/28/2020,225283,1725452,3143227,2983,2521,5763976,3908.47,13369,64,2135,205
Colorado,State Data,11/29/2020,228772,1737952,3175126,3003,2521,5763976,3969,13428,64,2136,206
Colorado,State Data,11/30/2020,232905,1754047,3218851,3037,2656,5763976,4040.7,13488,64,2143,207
Colorado,State Data,12/01/2020,237310,1768098,3255541,3109,2695,5763976,4117.12,14116,64,2207,208
Colorado,State Data,12/02/2020,241172,1779383,3288900,3193,2708,5763976,4184.13,14363,64,2310,209
Colorado,State Data,12/03/2020,247209,1797377,3343095,3320,2716,5763976,4288.86,14579,64,2336,210
Colorado,State Data,12/04/2020,252222,1815644,3397074,3338,2724,5763976,4375.83,14762,64,2357,211
Colorado,State Data,12/05/2020,257347,1815644,3442114,3357,2724,5763976,4464.75,14844,64,2383,212
Note,Data is updated daily by about 4 p.m. and includes cases reported through the previous day.,,,,,,,,,,,,213
Note,The number of cases includes people who have had a test that indicated they were positive for COVID-19. The number of cases also includes epidemiologically-linked cases -- or cases where public health epidemiologists have determined that infection is highly likely because a person exhibited symptoms and had close contact with someone who tested positive. The number of epidemiologically-linked cases represents a very small portion of the reported cases.,,,,,,,,,,,,214
Note,Total people tested may not include all negative results. Testing data excludes serology and only counts PCR.,,,,,,,,,,,,215
Note,A person is counted once in the number of People Tested. A person is counted once each day they are tested in the number of Test Encounters.,,,,,,,,,,,,216
Note,Deaths due to COVID-19: https://www.cdc.gov/nchs/nvss/vsrr/covid19/index.htm (Table 2),,,,,,,,,,,,217
Colorado,State Data,07/05/2020,34065,352758,,1701,1521,5694287,598.23,5565,61,366,218
Colorado,State Data,07/06/2020,34257,357751,,1691,1542,5694287,601.6,5591,61,367,219
Colorado,State Data,07/07/2020,34664,362145,,1696,1542,5694287,608.75,5741,61,371,220
Colorado,State Data,07/08/2020,35116,367724,,1704,1544,5694287,616.69,5820,61,384,221
Colorado,State Data,07/09/2020,35525,374161,,1706,1581,5694287,623.87,5831,61,387,222
Colorado,State Data,07/10/2020,36191,382859,,1724,1586,5694287,635.57,5864,61,391,223
Colorado,State Data,07/11/2020,36591,389099,,1725,1586,5694287,642.59,5885,61,398,224
Colorado,State Data,07/12/2020,36913,396363,,1725,1586,5694287,648.25,5895,61,398,225
Colorado,State Data,07/13/2020,37242,401942,,1727,1589,5694287,654.02,5941,61,401,226
Colorado,State Data,07/14/2020,37686,406967,,1738,1594,5694287,661.82,5963,62,403,227
Colorado,State Data,07/15/2020,38155,413187,,1744,1601,5694287,670.06,5950,62,414,228
Colorado,State Data,07/16/2020,38726,421313,,1745,1615,5694287,680.09,5966,62,420,229
Colorado,State Data,07/17/2020,39344,427699,,1751,1615,5694287,690.94,5994,63,424,230
Colorado,State Data,07/18/2020,39788,432848,,1752,1615,5694287,698.74,6019,63,427,231
Colorado,State Data,07/19/2020,40142,439068,,1752,1615,5694287,704.95,6032,63,427,232
Colorado,State Data,07/20/2020,40566,448204,,1758,1615,5694287,712.4,6057,63,428,233
Colorado,State Data,07/21/2020,41059,454290,,1763,1643,5694287,721.06,6110,63,435,234
Colorado,State Data,07/22/2020,41698,462275,,1771,1643,5694287,732.28,6133,63,446,235
Colorado,State Data,07/23/2020,42314,467726,594731,1786,1645,5694287,734.78,6149,63,452,236
Colorado,State Data,07/24/2020,42980,476586,608070,1790,1661,5694287,746.34,6227,63,455,237
Colorado,State Data,07/25/2020,43789,487235,624351,1794,1661,5694287,760.39,6261,63,457,238
Colorado,State Data,07/26/2020,44336,494626,635575,1794,1661,5694287,769.89,6268,63,457,239
Colorado,State Data,07/27/2020,44565,497265,638968,1799,1668,5694287,773.87,6271,63,457,240
Colorado,State Data,07/28/2020,45314,509012,656305,1807,1679,5694287,795.78,6319,63,463,241
Colorado,State Data,07/29/2020,45796,516502,668245,1822,1688,5694287,804.6,6398,63,473,242
Colorado,State Data,07/30/2020,46204,523174,678823,1822,1691,5694287,811.41,6413,63,477,243
Colorado,State Data,07/31/2020,46809,530220,691365,1838,1691,5694287,822.03,6441,63,479,244
Colorado,State Data,08/01/2020,47267,537382,703954,1844,1691,5694287,830.08,6465,63,481,245
Colorado,State Data,08/02/2020,47716,544023,714560,1844,1691,5694287,837.96,6474,63,481,246
Colorado,State Data,08/03/2020,47968,548808,721921,1844,1710,5694287,842.39,6487,63,483,247
Colorado,State Data,08/04/2020,48394,552205,727026,1849,1710,5694287,849.87,6516,63,488,248
Colorado,State Data,08/05/2020,48988,562086,754644,1851,1717,5694287,860.3,6536,63,502,249
Colorado,State Data,08/06/2020,49436,568127,766473,1852,1729,5694287,868.17,6572,63,509,250
Colorado,State Data,08/07/2020,49893,575894,779670,1857,1736,5694287,876.19,6582,63,514,251
Colorado,State Data,08/08/2020,50324,582639,791022,1857,1736,5694287,883.76,6602,63,513,252
Colorado,State Data,08/09/2020,50660,588547,801739,1858,1736,5694287,889.66,6616,63,513,253
Colorado,State Data,08/10/2020,51039,593794,810276,1863,1746,5694287,896.32,6627,63,514,254
Colorado,State Data,08/11/2020,51441,597867,817422,1875,1751,5694287,903.38,6679,63,519,255
Colorado,State Data,08/12/2020,51756,602296,825062,1875,1756,5694287,908.91,6685,63,532,256
Colorado,State Data,08/13/2020,52219,609824,837290,1882,1763,5694287,917.04,6700,63,536,257
Colorado,State Data,08/14/2020,52538,616772,848795,1888,1768,5694287,922.64,6718,63,540,258
Colorado,State Data,08/15/2020,52838,622745,859734,1896,1768,5694287,927.91,6727,63,541,259
Colorado,State Data,08/16/2020,53176,631008,873051,1896,1768,5694287,933.85,6735,63,542,260
Colorado,State Data,08/17/2020,53370,636081,881252,1896,1778,5694287,937.26,6739,63,545,261
Colorado,State Data,08/18/2020,53631,640250,887859,1899,1788,5694287,941.84,6781,63,552,262
Colorado,State Data,08/19/2020,53901,645170,895207,1900,1800,5694287,946.58,6784,63,561,263
Colorado,State Data,08/20/2020,54230,651250,906693,1903,1815,5694287,952.36,6797,63,566,264
Colorado,State Data,08/21/2020,54586,657852,918926,1910,1815,5763976,947.02,6808,63,567,265
Colorado,State Data,08/22/2020,54883,663781,930152,1918,1815,5763976,952.17,6831,63,570,266
Colorado,State Data,08/23/2020,55143,668994,938596,1918,1815,5763976,956.68,6841,63,571,267
Colorado,State Data,08/24/2020,55341,673913,947645,1919,1824,5763976,960.12,6845,63,572,268
Colorado,State Data,08/25/2020,55800,678335,955641,1926,1826,5763976,968.08,6894,63,581,269
