Name,Desc_,Date,Cases,Tested,Test_Encounters,Deaths,DthCOVID19,Population,Rate,Hosp,Counties,Outbreaks,ObjectId
Colorado,State Data,08/26/2020,55993,682339,962754,1927,1835,5763976,971.43,6902,63,590,1
Colorado,State Data,08/27/2020,56343,687530,972990,1931,1835,5763976,977.5,6928,63,594,2
Colorado,State Data,08/28/2020,56773,695569,985622,1937,1843,5763976,984.96,6945,63,600,3
Colorado,State Data,08/29/2020,57041,701377,994951,1944,1843,5763976,989.61,6993,63,602,4
Colorado,State Data,08/30/2020,57223,706067,1002802,1944,1843,5763976,992.77,7010,63,604,5
Colorado,State Data,08/31/2020,57424,710923,1009970,1945,1849,5763976,996.26,7028,63,604,6
Colorado,State Data,09/01/2020,57775,714501,1014642,1946,1853,5763976,1002.35,7053,63,607,7
Colorado,State Data,09/02/2020,58019,719148,1021497,1952,1853,5763976,1006.58,7090,63,624,8
Colorado,State Data,09/03/2020,58287,725095,1029791,1955,1861,5763976,1011.23,7104,63,625,9
Colorado,State Data,09/04/2020,58655,732022,1040752,1966,1866,5763976,1017.61,7125,63,628,10
Colorado,State Data,09/05/2020,58989,738563,1051084,1971,1866,5763976,1023.41,7134,63,631,11
Colorado,State Data,09/06/2020,59274,744443,1059557,1972,1866,5763976,1028.35,7138,63,631,12
Colorado,State Data,09/07/2020,59487,750290,1069606,1973,1866,5763976,1032.05,7142,63,631,13
Colorado,State Data,09/08/2020,59674,753209,1073979,1973,1868,5763976,1035.29,7161,63,634,14
Colorado,State Data,09/09/2020,59920,756298,1079276,1977,1882,5763976,1039.56,7173,63,646,15
Colorado,State Data,09/10/2020,60185,760610,1087199,1979,1889,5763976,1044.16,7186,63,652,16
Colorado,State Data,09/11/2020,60492,766113,1097985,1985,1889,5763976,1049.48,7208,63,655,17
Colorado,State Data,09/12/2020,60907,773285,1111572,1988,1889,5763976,1056.68,7223,63,658,18
Colorado,State Data,09/13/2020,61324,780305,1124181,1988,1889,5763976,1063.92,7227,63,660,19
Colorado,State Data,09/14/2020,61699,786511,1134666,1990,1894,5763976,1070.42,7240,63,662,20
Colorado,State Data,09/15/2020,62099,791439,1143941,1996,1905,5763976,1077.36,7262,63,670,21
Colorado,State Data,09/16/2020,62686,797493,1153853,2002,1905,5763976,1087.55,7288,63,681,22
Colorado,State Data,09/17/2020,63145,804767,1166910,2006,1911,5763976,1095.51,7327,63,684,23
Colorado,State Data,09/18/2020,63750,813355,1181829,2009,1913,5763976,1106.01,7347,63,691,24
Colorado,State Data,09/19/2020,64356,821128,1195379,2013,1913,5763976,1116.52,7357,63,698,25
Colorado,State Data,09/20/2020,64857,828108,1208425,2014,1913,5763976,1125.21,7363,63,697,26
Colorado,State Data,09/21/2020,65399,834277,1219137,2018,1914,5763976,1134.62,7373,63,701,27
Colorado,State Data,09/22/2020,66053,840452,1232288,2025,1926,5763976,1145.96,7416,63,709,28
Colorado,State Data,09/23/2020,66669,848906,1245745,2030,1926,5763976,1156.65,7444,63,717,29
Colorado,State Data,09/24/2020,67217,858108,1260861,2033,1935,5763976,1166.16,7454,64,724,30
Colorado,State Data,09/25/2020,67926,867943,1277613,2037,1940,5763976,1178.46,7479,64,728,31
Colorado,State Data,09/26/2020,68510,878021,1295655,2040,1940,5763976,1188.59,7520,64,736,32
Colorado,State Data,09/27/2020,69079,888539,1313403,2041,1940,5763976,1198.46,7523,64,736,33
Colorado,State Data,09/28/2020,69490,894996,1326642,2044,1945,5763976,1205.59,7530,64,738,34
Colorado,State Data,09/29/2020,70025,902242,1341180,2046,1952,5763976,1214.87,7558,64,748,35
Colorado,State Data,09/30/2020,70536,911426,1357159,2051,1960,5763976,1223.74,7568,64,770,36
Colorado,State Data,10/01/2020,71218,922232,1376920,2054,1962,5763976,1235.57,7579,64,778,37
Colorado,State Data,10/02/2020,71898,932914,1396346,2057,1968,5763976,1247.37,7653,64,790,38
Colorado,State Data,10/03/2020,72555,942339,1414336,2060,1968,5763976,1258.77,7666,64,797,39
Colorado,State Data,10/04/2020,73076,950759,1430540,2068,1968,5763976,1267.81,7673,64,798,40
Colorado,State Data,10/05/2020,73537,957533,1444262,2069,1983,5763976,1275.8,7693,64,802,41
Colorado,State Data,10/06/2020,74191,965449,1459332,2081,1983,5763976,1287.15,7721,64,817,42
Colorado,State Data,10/07/2020,74922,974863,1477301,2085,1990,5763976,1299.83,7771,64,833,43
Colorado,State Data,10/08/2020,75785,984996,1496198,2095,1997,5763976,1314.8,7834,64,846,44
Colorado,State Data,10/09/2020,76619,995817,1518454,2103,1998,5763976,1329.27,7855,64,859,45
Colorado,State Data,10/10/2020,77642,1006847,1541162,2112,1998,5763976,1347.02,7879,64,862,46
Colorado,State Data,10/11/2020,78461,1017219,1560179,2113,1998,5763976,1361.23,7893,64,864,47
Colorado,State Data,10/12/2020,79037,1023316,1571329,2116,1998,5763976,1371.22,7915,64,867,48
Colorado,State Data,10/13/2020,80085,1032545,1588632,2153,2009,5763976,1389.41,8003,64,886,49
Colorado,State Data,10/14/2020,80777,1039775,1602956,2160,2025,5763976,1401.41,8068,64,897,50
Colorado,State Data,10/15/2020,81918,1050566,1625527,2162,2029,5763976,1421.21,8127,64,916,51
Colorado,State Data,10/16/2020,83230,1059831,1646557,2172,2042,5763976,1443.97,8169,64,929,52
Colorado,State Data,10/17/2020,84369,1069977,1668053,2176,2042,5763976,1463.73,8217,64,943,53
Colorado,State Data,10/18/2020,85302,1080158,1689313,2176,2042,5763976,1479.92,8227,64,946,54
Colorado,State Data,03/17/2020,183,1790,,2,,5694287,3.21,20,19,,55
Colorado,State Data,03/18/2020,216,2328,,2,,5694287,3.79,26,20,,56
Colorado,State Data,03/19/2020,277,2952,,2,,5694287,4.86,42,22,,57
Colorado,State Data,03/20/2020,363,3680,,4,,5694287,6.37,44,24,,58
Colorado,State Data,03/21/2020,475,4550,,5,,5694287,8.34,49,29,,59
Colorado,State Data,03/22/2020,591,5436,,6,,5694287,10.38,58,29,5,60
Colorado,State Data,05/10/2020,19703,104077,,971,,5694287,346.01,3631,60,190,61
Colorado,State Data,03/23/2020,720,6224,,7,,5694287,12.64,72,31,5,62
Colorado,State Data,03/24/2020,912,7701,,11,,5694287,16.02,84,35,7,63
Colorado,State Data,03/25/2020,1086,8064,,19,,5694287,19.07,148,36,9,64
Colorado,State Data,03/26/2020,1430,10122,,24,,5694287,25.11,184,39,9,65
Colorado,State Data,03/27/2020,1734,11676,,31,,5694287,30.45,239,42,9,66
Colorado,State Data,03/28/2020,2061,13276,,44,,5694287,36.19,274,44,10,67
Colorado,State Data,03/29/2020,2307,14470,,47,,5694287,40.51,326,46,10,68
Colorado,State Data,03/30/2020,2627,15364,,51,,5694287,46.13,414,47,14,69
Colorado,State Data,03/31/2020,2966,16849,,69,,5694287,52.09,509,50,16,70
Colorado,State Data,04/01/2020,3342,18645,,80,,5694287,58.69,620,50,17,71
Colorado,State Data,04/02/2020,3728,20411,,97,,5694287,65.47,710,51,21,72
Colorado,State Data,04/03/2020,4173,22071,,111,,5694287,73.28,823,53,27,73
Colorado,State Data,04/04/2020,4565,23900,,126,,5694287,80.17,875,54,30,74
Colorado,State Data,04/05/2020,4950,25773,,140,,5694287,86.93,924,54,37,75
Colorado,State Data,04/06/2020,5172,26875,,150,,5694287,90.83,994,54,41,76
Colorado,State Data,04/07/2020,5429,28094,,179,,5694287,95.34,1079,54,44,77
Colorado,State Data,04/08/2020,5655,29199,,193,,5694287,99.31,1162,54,48,78
Colorado,State Data,04/09/2020,6202,31180,,226,,5694287,108.92,1221,56,54,79
Colorado,State Data,04/10/2020,6510,32653,,250,,5694287,114.33,1312,56,59,80
Colorado,State Data,04/11/2020,6893,34873,,274,,5694287,121.05,1376,56,67,81
Colorado,State Data,04/12/2020,7303,37153,,290,,5694287,128.25,1417,56,68,82
Colorado,State Data,04/13/2020,7691,38742,,308,,5694287,135.07,1493,56,72,83
Colorado,State Data,04/14/2020,7941,39580,,329,,5694287,139.46,1556,56,78,84
Colorado,State Data,04/15/2020,8280,40533,,357,,5694287,145.41,1636,56,83,85
Colorado,State Data,04/16/2020,8675,41830,,374,,5694287,152.35,1693,56,93,86
Colorado,State Data,04/17/2020,9047,43307,,391,,5694287,158.88,1755,57,100,87
Colorado,State Data,04/18/2020,9433,44606,,411,,5694287,165.66,1797,56,107,88
Colorado,State Data,04/19/2020,9730,46195,,422,,5694287,170.87,1813,56,111,89
Colorado,State Data,04/20/2020,10106,47466,,449,,5694287,177.48,1880,56,113,90
Colorado,State Data,04/21/2020,10447,48704,,486,,5694287,183.46,2003,56,119,91
Colorado,State Data,04/22/2020,10878,50645,,508,,5694287,191.03,2123,56,123,92
Colorado,State Data,04/23/2020,11262,52324,,552,,5694287,197.78,2237,56,130,93
Colorado,State Data,04/24/2020,12255,56789,,674,,5694287,215.22,2366,56,134,94
Colorado,State Data,04/25/2020,12968,59791,,672,,5694287,227.74,2410,57,141,95
Colorado,State Data,04/26/2020,13441,63274,,680,,5694287,236.04,2438,57,143,96
Colorado,State Data,04/27/2020,13879,66341,,706,,5694287,243.74,2485,56,144,97
Colorado,State Data,04/28/2020,14316,67094,,736,,5694287,251.41,2571,56,149,98
Colorado,State Data,04/29/2020,14758,69449,,766,,5694287,259.17,2621,56,157,99
Colorado,State Data,04/30/2020,15284,72390,,777,,5694287,268.37,2697,56,159,100
Colorado,State Data,05/01/2020,15768,75259,,820,,5694287,276.91,2747,56,161,101
Colorado,State Data,05/02/2020,16225,78179,,832,,5694287,284.93,2793,56,163,102
Colorado,State Data,05/03/2020,16635,81352,,842,,5694287,292.13,2799,56,163,103
Colorado,State Data,05/04/2020,16907,83266,,851,,5694287,296.91,2838,56,163,104
Colorado,State Data,05/05/2020,17364,85976,,903,,5694287,304.94,2919,56,170,105
Colorado,State Data,05/06/2020,17830,89529,,921,,5694287,313.12,2986,57,174,106
Colorado,State Data,05/07/2020,18371,92267,,944,,5694287,322.62,3557,59,178,107
Colorado,State Data,05/08/2020,18827,96772,,960,,5694287,330.63,3600,59,184,108
Colorado,State Data,05/09/2020,19375,100610,,967,,5694287,340.25,3623,59,188,109
Colorado,State Data,07/03/2020,33619,342857,,1701,1521,5694287,590.4,5537,61,364,110
Colorado,State Data,10/19/2020,86374,1089442,1708450,2180,2051,5763976,1498.51,8248,64,955,111
Colorado,State Data,05/11/2020,19879,106761,,987,,5694287,349.1,3663,60,192,112
Colorado,State Data,05/12/2020,20157,109304,,1009,,5694287,353.99,3695,60,199,113
Colorado,State Data,05/13/2020,20475,112505,,1062,,5694287,359.57,3735,60,206,114
Colorado,State Data,05/14/2020,20838,115996,,1091,,5694287,365.95,3789,60,208,115
Colorado,State Data,05/15/2020,21232,119759,,1150,878,5694287,372.86,3842,60,213,116
Colorado,State Data,05/16/2020,21633,123422,,1192,878,5694287,379.91,3866,60,222,117
Colorado,State Data,05/17/2020,21938,126330,,1215,878,5694287,385.26,3872,60,223,118
Colorado,State Data,05/18/2020,22202,129159,,1224,921,5694287,389.9,3899,60,228,119
Colorado,State Data,05/19/2020,22482,131837,,1257,968,5694287,394.82,3955,60,240,120
Colorado,State Data,05/20/2020,22797,135611,,1299,1001,5694287,400.35,3990,60,249,121
Colorado,State Data,05/21/2020,23191,139937,,1310,1062,5694287,407.27,4037,60,256,122
Colorado,State Data,05/22/2020,23487,142667,,1324,1088,5694287,412.47,4082,60,260,123
Colorado,State Data,05/23/2020,23964,147744,,1327,1088,5694287,420.84,4105,60,263,124
Colorado,State Data,05/24/2020,24174,150308,,1332,1088,5694287,424.53,4119,60,264,125
Colorado,State Data,05/25/2020,24269,153683,,1333,1088,5694287,426.2,4128,60,266,126
Colorado,State Data,05/26/2020,24565,157036,,1352,1114,5694287,431.4,4160,60,267,127
Colorado,State Data,05/27/2020,24767,160796,,1392,1135,5694287,434.94,4196,60,271,128
Colorado,State Data,05/28/2020,25121,166596,,1421,1168,5694287,441.16,4254,60,272,129
Colorado,State Data,05/29/2020,25613,173300,,1436,1181,5694287,449.8,4307,60,277,130
Colorado,State Data,05/30/2020,26098,178196,,1443,1181,5694287,458.32,4333,60,280,131
Colorado,State Data,05/31/2020,26378,183947,,1445,1181,5694287,463.24,4347,60,281,132
Colorado,State Data,06/01/2020,26577,188069,,1458,1185,5694287,466.73,4372,60,282,133
Colorado,State Data,06/02/2020,26788,190700,,1474,1228,5694287,470.44,4419,60,284,134
Colorado,State Data,06/03/2020,27060,194697,,1494,1254,5694287,475.21,4443,60,292,135
