OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,135,6824,1978.31,135,0,2,2,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,40,2229,1794.53,40,0,1,1,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,15,1825,821.92,15,0,,,,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,21,5059,415.1,20,1,,,,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,364,56272,646.86,354,10,2,2,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,7,726,964.19,11,-4,,,,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,287,17756,1616.36,278,9,2,2,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,95,18844,504.14,92,3,1,1,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,307,16181,1897.29,307,0,9,9,0,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,175,12122,1443.66,172,3,3,0,3,98733,5763976,1712.93,2236,2082,8778,1177044,1892949,64,1099,Colorado Department of Public Health and Environment,"Data through October 26, 2020",0.436578121041293,2.65950781753648
