OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,327,6824,4791.91,327,0,4,4,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,197,2229,8838.04,197,0,2,2,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,125,1825,6849.32,125,0,5,5,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,165,5059,3261.51,165,0,1,1,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3187,56272,5663.56,3169,18,37,37,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,44,726,6060.61,43,1,,,,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2213,17756,12463.39,2202,11,4,4,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,575,18844,3051.37,574,1,5,5,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1336,16181,8256.6,1329,7,29,29,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1162,12122,9585.88,1162,0,21,21,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,693,13252,5229.4,691,2,22,22,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,38837,583081,6660.65,38778,59,733,732,1,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,3162,30983,10205.6,3149,13,7,7,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,15399,168110,9160.07,15364,35,365,365,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,19641,327164,6003.41,19616,25,227,227,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,61899,729239,8488.16,61880,19,771,771,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,3293,42765,7700.22,3292,1,54,54,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,5431,55070,9861.99,5415,16,22,22,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,839,8174,10264.25,838,1,,,,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,195,3872,5036.16,195,0,2,2,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,3986,70762,5632.97,3981,5,74,74,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,1481,20361,7273.71,1478,3,24,24,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.272389218158423,3.12582249110702
23,Crowley County,08025,Crowley,08,CROWLEY,025,2103,6032,34864.06,2102,1,14,14,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.213559245320994,1.95538842532836
24,Fremont County,08043,Fremont,08,FREMONT,043,5562,47645,11673.84,5560,2,52,52,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.410131013649561,3.08744487725261
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,324,6854,4727.17,322,2,16,16,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.421501116506988,3.86938754513048
26,Delta County,08029,Delta,08,DELTA,029,2500,31173,8019.76,2498,2,60,60,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.308746291500029,2.74902209908906
27,Garfield County,08045,Garfield,08,GARFIELD,045,5240,60168,8708.95,5229,11,38,38,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.802786983200804,5.50838968438734
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,496,6307,7864.28,496,0,4,4,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.880092618354411,5.18126958764129
29,Morgan County,08087,Morgan,08,MORGAN,087,2483,28984,8566.8,2483,0,92,92,0,445338,5763976,7726.23,6049,6131,24261,2656831,6611085,64,4131,Colorado Department of Public Health and Environment,"Data through March 16, 2021",0.354778438383164,2.4152700222455
