OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,396,6824,5803.05,396,0,4,4,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,233,2229,10453.12,233,0,2,2,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,128,1825,7013.7,128,0,6,6,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,201,5059,3973.12,199,2,1,1,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3996,56272,7101.22,3992,4,41,41,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,47,726,6473.83,47,0,,,,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2591,17756,14592.25,2591,0,4,4,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,788,18844,4181.7,784,4,5,5,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1637,16181,10116.8,1629,8,31,31,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1259,12122,10386.07,1256,3,22,22,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,800,13252,6036.82,793,7,22,22,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,47571,583081,8158.56,47504,67,777,777,0,536969,5763976,9315.95,6503,6632,29779,3025026,8394324,64,5344,Colorado Department of Public Health and Environment,"Data through May 21, 2021",0.210187679847877,2.86344185299337
