OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,342,6824,5011.72,340,2,4,4,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,204,2229,9152.09,201,3,2,2,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,126,1825,6904.11,126,0,6,6,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,177,5059,3498.72,177,0,1,1,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3553,56272,6313.97,3537,16,37,37,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,46,726,6336.09,46,0,,,,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2535,17756,14276.86,2525,10,4,4,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,637,18844,3380.39,636,1,5,5,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1385,16181,8559.42,1383,2,30,30,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1177,12122,9709.62,1177,0,21,21,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,717,13252,5410.5,717,0,22,22,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,41917,583081,7188.88,41807,110,735,734,1,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,3570,30983,11522.45,3563,7,7,7,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,16399,168110,9754.92,16338,61,366,366,0,478678,5763976,8304.65,6157,6296,26274,2793615,7288404,64,4466,Colorado Department of Public Health and Environment,"Data through April 10, 2021",0.638492791357976,3.43119645764386
