OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,256,6824,3751.47,256,0,4,4,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,136,2229,6101.39,135,1,2,2,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,89,1825,4876.71,89,0,5,5,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,150,5059,2965.01,148,2,1,1,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,2284,56272,4058.86,2263,21,30,28,2,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,27,726,3719.01,27,0,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,1148,17756,6465.42,1063,85,4,4,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,395,18844,2096.16,390,5,5,5,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,955,16181,5901.98,949,6,24,24,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1017,12122,8389.7,1009,8,20,20,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,547,13252,4127.68,544,3,20,20,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,30122,583081,5166.01,29915,207,620,620,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,2166,30983,6990.93,2167,-1,5,5,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,13425,168110,7985.84,13375,50,325,322,3,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,14889,327164,4550.93,14796,93,175,175,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,48433,729239,6641.58,48246,187,674,672,2,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,2243,42765,5244.94,2199,44,33,33,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,3426,55070,6221.17,3404,22,16,16,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,400,8174,4893.56,396,4,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,163,3872,4209.71,163,0,2,2,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,2859,70762,4040.3,2844,15,68,68,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,1105,20361,5427.04,1081,24,21,21,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.272389218158423,3.12582249110702
23,Crowley County,08025,Crowley,08,CROWLEY,025,1660,6032,27519.89,1660,0,12,12,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.213559245320994,1.95538842532836
24,Fremont County,08043,Fremont,08,FREMONT,043,4751,47645,9971.67,4723,28,20,20,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.410131013649561,3.08744487725261
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,280,6854,4085.21,278,2,18,18,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.421501116506988,3.86938754513048
26,Delta County,08029,Delta,08,DELTA,029,1678,31173,5382.86,1621,57,27,26,1,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.308746291500029,2.74902209908906
27,Garfield County,08045,Garfield,08,GARFIELD,045,3991,60168,6633.09,3942,49,30,30,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.802786983200804,5.50838968438734
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,274,6307,4344.38,274,0,3,3,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.880092618354411,5.18126958764129
29,Morgan County,08087,Morgan,08,MORGAN,087,2160,28984,7452.39,2150,10,83,82,1,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.354778438383164,2.4152700222455
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,786,5692,13808.85,783,3,3,3,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.696476992948874,3.90098185833429
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,1272,26160,4862.39,1256,16,16,16,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.537190899236975,3.2924330468367
32,Adams County,08001,Adams,08,ADAMS,001,40737,517885,7866.03,40499,238,523,523,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.322672523779602,4.3210831973844
33,Mineral County,08079,Mineral,08,MINERAL,079,44,764,5759.16,44,0,1,1,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.232168624270344,2.04506683988138
34,Otero County,08089,Otero,08,OTERO,089,1662,18281,9091.41,1653,9,42,42,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.336877498493777,2.65281032058161
35,Phillips County,08095,Phillips,08,PHILLIPS,095,288,4278,6732.12,287,1,8,8,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.189577963613374,1.84809838653474
36,Ouray County,08091,Ouray,08,OURAY,091,155,4934,3141.47,155,0,3,3,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.144347976659674,2.22546024391623
37,Bent County,08011,Bent,08,BENT,011,1141,5798,19679.2,1139,2,12,12,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.409167926002738,2.57239140514481
38,Archuleta County,08007,Archuleta,08,ARCHULETA,007,502,14002,3585.2,493,9,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.356264414261886,2.77748645536479
39,Routt County,08107,Routt,08,ROUTT,107,1075,25652,4190.71,1068,7,18,18,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.651459520021035,4.10509579084708
40,Hinsdale County,08053,Hinsdale,08,HINSDALE,053,14,819,1709.4,14,0,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.29767108910778,2.84695016312372
41,Weld County,08123,Weld,08,WELD,123,20348,323763,6284.84,20222,126,287,287,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",1.10610954447702,5.09979297775078
42,Larimer County,08069,Larimer,08,LARIMER,069,15366,356938,4304.95,15312,54,150,148,2,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.726530757031469,3.89982681544696
43,Lake County,08065,Lake,08,LAKE,065,437,8081,5407.75,437,0,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.103687200717559,1.72745358078377
44,Rio Grande County,08105,Rio Grande,08,RIO GRANDE,105,395,11238,3514.86,395,0,7,7,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.241033137835757,2.21073822643431
45,Gilpin County,08047,Gilpin,08,GILPIN,047,129,6215,2075.62,128,1,1,1,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.0409605716740771,0.973252095597924
46,Yuma County,08125,Yuma,08,YUMA,125,559,10063,5555,556,3,13,13,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.647060268172481,3.24382405750967
47,Jackson County,08057,Jackson,08,JACKSON,057,35,1383,2530.73,33,2,,,,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.447106418412659,3.77163984101511
48,Kit Carson County,08063,Kit Carson,08,KIT CARSON,063,438,7128,6144.78,438,0,9,9,0,341250,5763976,5920.39,4934,3907,18713,2158828,4502496,64,3053,Colorado Department of Public Health and Environment,"Data through January 2, 2021",0.584674359648034,3.28545636703058
