OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,312,6824,4572.1,312,0,4,4,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,191,2229,8568.86,191,0,2,2,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,125,1825,6849.32,125,0,5,5,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,164,5059,3241.75,164,0,1,1,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,2879,56272,5116.22,2876,3,37,36,1,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,41,726,5647.38,41,0,,,,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,1941,17756,10931.52,1939,2,4,4,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,539,18844,2860.33,537,2,5,5,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1257,16181,7768.37,1252,5,28,28,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1157,12122,9544.63,1157,0,21,21,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,657,13252,4957.74,656,1,22,22,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,36523,583081,6263.8,36435,88,706,705,1,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,2958,30983,9547.17,2948,10,7,7,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,14879,168110,8850.75,14874,5,362,362,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,18476,327164,5647.32,18435,41,223,223,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,58534,729239,8026.72,58420,114,762,761,1,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,3188,42765,7454.69,3186,2,52,52,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,4897,55070,8892.32,4878,19,20,20,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,803,8174,9823.83,801,2,,,,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,178,3872,4597.11,178,0,2,2,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,3654,70762,5163.79,3646,8,74,74,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,1411,20361,6929.92,1411,0,23,23,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.272389218158423,3.12582249110702
23,Crowley County,08025,Crowley,08,CROWLEY,025,1959,6032,32476.79,1957,2,14,14,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.213559245320994,1.95538842532836
24,Fremont County,08043,Fremont,08,FREMONT,043,5403,47645,11340.12,5397,6,48,48,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.410131013649561,3.08744487725261
25,Huerfano County,08055,Huerfano,08,HUERFANO,055,300,6854,4377.01,300,0,17,17,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.421501116506988,3.86938754513048
26,Delta County,08029,Delta,08,DELTA,029,2439,31173,7824.08,2437,2,58,58,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.308746291500029,2.74902209908906
27,Garfield County,08045,Garfield,08,GARFIELD,045,5022,60168,8346.63,5017,5,38,38,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.802786983200804,5.50838968438734
28,Rio Blanco County,08103,Rio Blanco,08,RIO BLANCO,103,455,6307,7214.21,455,0,3,3,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.880092618354411,5.18126958764129
29,Morgan County,08087,Morgan,08,MORGAN,087,2415,28984,8332.18,2412,3,90,90,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.354778438383164,2.4152700222455
30,Lincoln County,08073,Lincoln,08,LINCOLN,073,996,5692,17498.24,996,0,3,3,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.696476992948874,3.90098185833429
31,Montezuma County,08083,Montezuma,08,MONTEZUMA,083,1704,26160,6513.76,1700,4,22,22,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.537190899236975,3.2924330468367
32,Adams County,08001,Adams,08,ADAMS,001,47716,517885,9213.63,47631,85,608,607,1,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.322672523779602,4.3210831973844
33,Mineral County,08079,Mineral,08,MINERAL,079,61,764,7984.29,61,0,1,1,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.232168624270344,2.04506683988138
34,Otero County,08089,Otero,08,OTERO,089,1839,18281,10059.62,1836,3,61,61,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.336877498493777,2.65281032058161
35,Phillips County,08095,Phillips,08,PHILLIPS,095,333,4278,7784.01,333,0,12,12,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.189577963613374,1.84809838653474
36,Ouray County,08091,Ouray,08,OURAY,091,247,4934,5006.08,243,4,3,3,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.144347976659674,2.22546024391623
37,Bent County,08011,Bent,08,BENT,011,1469,5798,25336.32,1469,0,21,21,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.409167926002738,2.57239140514481
38,Archuleta County,08007,Archuleta,08,ARCHULETA,007,629,14002,4492.22,629,0,1,1,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.356264414261886,2.77748645536479
39,Routt County,08107,Routt,08,ROUTT,107,1830,25652,7133.95,1823,7,19,19,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.651459520021035,4.10509579084708
40,Hinsdale County,08053,Hinsdale,08,HINSDALE,053,16,819,1953.6,17,-1,,,,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.29767108910778,2.84695016312372
41,Weld County,08123,Weld,08,WELD,123,25018,323763,7727.26,24961,57,316,316,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",1.10610954447702,5.09979297775078
42,Larimer County,08069,Larimer,08,LARIMER,069,19532,356938,5472.1,19494,38,219,218,1,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.726530757031469,3.89982681544696
43,Lake County,08065,Lake,08,LAKE,065,651,8081,8055.93,651,0,,,,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.103687200717559,1.72745358078377
44,Rio Grande County,08105,Rio Grande,08,RIO GRANDE,105,683,11238,6077.59,680,3,12,12,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.241033137835757,2.21073822643431
45,Gilpin County,08047,Gilpin,08,GILPIN,047,165,6215,2654.87,164,1,3,3,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.0409605716740771,0.973252095597924
46,Yuma County,08125,Yuma,08,YUMA,125,697,10063,6926.36,698,-1,17,17,0,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.647060268172481,3.24382405750967
47,Jackson County,08057,Jackson,08,JACKSON,057,51,1383,3687.64,51,0,,,,420614,5763976,7297.29,5892,5719,23169,2533271,6011339,64,3806,Colorado Department of Public Health and Environment,"Data through February 20, 2021",0.447106418412659,3.77163984101511
