OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,326,6824,4777.26,324,2,4,4,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,191,2229,8568.86,191,0,2,2,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,125,1825,6849.32,125,0,5,5,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,164,5059,3241.75,164,0,1,1,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3016,56272,5359.68,3009,7,37,37,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,43,726,5922.87,43,0,,,,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2071,17756,11663.66,2059,12,4,4,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,560,18844,2971.77,558,2,5,5,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1308,16181,8083.55,1304,4,29,28,1,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1162,12122,9585.88,1162,0,21,21,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,681,13252,5138.85,680,1,22,22,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,37809,583081,6484.35,37583,226,729,727,2,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,3073,30983,9918.34,3060,13,7,7,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,15167,168110,9022.07,15134,33,363,363,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,19098,327164,5837.44,19039,59,227,225,2,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,60389,729239,8281.1,60121,268,765,765,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,3272,42765,7651.12,3272,0,53,53,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.599092173290956,4.59010271530844
18,Eagle County,08037,Eagle,08,EAGLE,037,5198,55070,9438.9,5167,31,21,21,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.459671486366005,3.15805055528872
19,San Miguel County,08113,San Miguel,08,SAN MIGUEL,113,824,8174,10080.74,823,1,,,,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.34238906379619,3.44955895760726
20,Costilla County,08023,Costilla,08,COSTILLA,023,191,3872,4932.85,191,0,2,2,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.323925261744535,2.63276788664489
21,Broomfield County,08014,Broomfield,08,BROOMFIELD,014,3839,70762,5425.23,3811,28,74,74,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.00915797640027449,1.17463684380326
22,Chaffee County,08015,Chaffee,08,CHAFFEE,015,1463,20361,7185.31,1463,0,24,24,0,434654,5763976,7540.87,5986,5995,23863,2604007,6343360,64,3971,Colorado Department of Public Health and Environment,"Data through March 4, 2021",0.272389218158423,3.12582249110702
