OBJECTID,FULL_,GEOID,LABEL,STAETFP,COUNTY,COUNTYFP,County_Pos_Cases,County_Population,County_Rate_Per_100_000,County_Pos_Cases_Yesterday,County_Pos_Cases_Change,County_Deaths,County_Deaths_Yesterday,County_Deaths_Change,State_Pos_Cases,State_Population,State_Rate_Per_100000,State_Deaths,State_CDC_Deaths,State_Number_Hospitalizations,State_Number_Tested,State_Test_Encounters,State_Number_of_Counties_Pos,State_Number_of_Outbreaks,Data_Source,Date_Data_Last_Updated,Shape__Area,Shape__Length
1,Saguache County,08109,Saguache,08,SAGUACHE,109,328,6824,4806.57,327,1,4,4,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.84314903059385,4.39184364534676
2,Sedgwick County,08115,Sedgwick,08,SEDGWICK,115,198,2229,8882.91,197,1,2,2,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.152011070952994,1.7075458304623
3,Cheyenne County,08017,Cheyenne,08,CHEYENNE,017,125,1825,6849.32,125,0,5,5,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.478627830943196,3.11127071445578
4,Custer County,08027,Custer,08,CUSTER,027,165,5059,3261.51,165,0,1,1,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.196859248573446,2.36450252969444
5,La Plata County,08067,La Plata,08,LA PLATA,067,3198,56272,5683.11,3187,11,37,37,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.447277846552652,3.02281991599123
6,San Juan County,08111,San Juan,08,SAN JUAN,111,43,726,5922.87,44,-1,,,,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.102833675325428,1.71664098503411
7,Pitkin County,08097,Pitkin,08,PITKIN,097,2230,17756,12559.13,2213,17,4,4,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.262895469540581,2.99758337931076
8,Park County,08093,Park,08,PARK,093,577,18844,3061.98,575,2,5,5,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.596376486070085,3.79219717353281
9,Alamosa County,08003,Alamosa,08,ALAMOSA,003,1337,16181,8262.78,1336,1,29,29,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.19106400063788,1.83562564586585
10,Prowers County,08099,Prowers,08,PROWERS,099,1164,12122,9602.38,1162,2,21,21,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.436578121041293,2.65950781753648
11,Moffat County,08081,Moffat,08,MOFFAT,081,693,13252,5229.4,693,0,22,22,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",1.30950090392707,5.03264724477475
12,Jefferson County,08059,Jefferson,08,JEFFERSON,059,38966,583081,6682.78,38837,129,731,733,-2,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.210187679847877,2.86344185299337
13,Summit County,08117,Summit,08,SUMMIT,117,3177,30983,10254.01,3162,15,7,7,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.168272135535972,2.59953699733241
14,Pueblo County,08101,Pueblo,08,PUEBLO,101,15427,168110,9176.73,15399,28,365,365,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.638492791357976,3.43119645764386
15,Boulder County,08013,Boulder,08,BOULDER,013,19743,327164,6034.59,19641,102,227,227,0,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.202534731038213,2.38337519766668
16,Denver County,08031,Denver,08,DENVER,031,62050,729239,8508.87,61899,151,774,771,3,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.0421858562244779,2.74534829005677
17,Montrose County,08085,Montrose,08,MONTROSE,085,3293,42765,7700.22,3293,0,56,54,2,446580,5763976,7747.78,6060,6142,24289,2662341,6643515,64,4137,Colorado Department of Public Health and Environment,"Data through March 17, 2021",0.599092173290956,4.59010271530844
