COUNTY,LABEL,FULL_,FIPS,POP,Desc_,Metric,Value,Rate,Date,ObjectId
GARFIELD,Garfield,Garfield County,45,59807,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,13.2,06/10/2020,21079
GILPIN,Gilpin,Gilpin County,47,6097,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,203,,06/10/2020,21080
GILPIN,Gilpin,Gilpin County,47,6097,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,75.4,06/10/2020,21081
GILPIN,Gilpin,Gilpin County,47,6097,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,24.6,06/10/2020,21082
GRAND,Grand,Grand County,49,15474,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,830,,06/10/2020,21083
GRAND,Grand,Grand County,49,15474,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,92.4,06/10/2020,21084
GRAND,Grand,Grand County,49,15474,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,7.6,06/10/2020,21085
GUNNISON,Gunnison,Gunnison County,51,17173,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,944,,06/10/2020,21086
GUNNISON,Gunnison,Gunnison County,51,17173,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by PCR,,91.8,06/10/2020,21087
GUNNISON,Gunnison,Gunnison County,51,17173,Total COVID-19 Tests Performed in Colorado by County,Percent of tests by Serology,,8.2,06/10/2020,21088
HINSDALE,Hinsdale,Hinsdale County,53,804,Total COVID-19 Tests Performed in Colorado by County,Total Tests Performed,34,,06/10/2020,21089
